theta_bar,x_c,y_c,vx_c,vy_c,t_bar,nx_s,ny_s,nz_s,lam_x,lam_y,lam_vx,lam_vy,lam_t_bar
3.067500000000000226e-01,-8.982903316813245498e-01,4.577017850264020193e-01,-4.521963377027789499e-01,-8.873522723447750948e-01,3.086295985650761020e-01,6.389001095297018873e-01,-3.862803272644735886e-01,-6.652775051145093377e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.052438050404647329e+00,1.988231581318936403e+00,0.000000000000000000e+00
3.069999999999999951e-01,-9.588399005573687850e-01,3.115459692250740487e-01,-3.078083419191989245e-01,-9.471613651212263951e-01,3.088826745528342466e-01,6.937450481205152952e-01,-3.510284557760030566e-01,-6.288853881620867226e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.299982814503885864e-01,2.115408603449103975e+00,0.000000000000000000e+00
3.072500000000000231e-01,-9.957794564987406671e-01,1.577159719041855701e-01,-1.558417769492473903e-01,-9.836473314089246855e-01,3.091357544167709914e-01,7.432361557194255841e-01,-3.243014257535418166e-01,-5.851739930017648694e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.924198850262021199e-01,2.189584476846921035e+00,0.000000000000000000e+00
3.074999999999999956e-01,-1.008198764911953482e+00,-2.966994069928850047e-15,-3.857360964667047224e-05,-9.959117962599686180e-01,3.093888374442925748e-01,7.871110652275313813e-01,-3.042439008583032733e-01,-5.365555141706248587e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.844989019441340444e-02,2.209333660746299888e+00,0.000000000000000000e+00
3.077500000000000235e-01,-9.957915567411359525e-01,-1.577178883943692322e-01,1.557648576429646325e-01,-9.836528366570722604e-01,3.096419228501476328e-01,8.253705976856016147e-01,-2.893580708601327656e-01,-4.848043763253537808e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.931519035188492883e-01,2.174685593771738645e+00,0.000000000000000000e+00
3.079999999999999960e-01,-9.588631098803199748e-01,-3.115535103912735471e-01,3.077321081451201423e-01,-9.471724221645801967e-01,3.098950098175546897e-01,8.582128389914036593e-01,-2.784114870254240093e-01,-4.312282074292068113e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.238570338194624476e-01,2.087073750705500608e+00,0.000000000000000000e+00
3.082500000000000240e-01,-8.983227358796216366e-01,-4.577182957901758109e-01,4.521212539224989668e-01,-8.873689791162906459e-01,3.101480975418997033e-01,8.859716628583325093e-01,-2.703692009208586988e-01,-3.767687723331878402e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.355898902796150329e-01,1.949243802415640880e+00,0.000000000000000000e+00
3.084999999999999964e-01,-8.156613565541580568e-01,-5.926126639871480695e-01,5.853770109096315677e-01,-8.057152614251232858e-01,3.104011852747576850e-01,9.090609153346891347e-01,-2.643423562401878701e-01,-3.220735489111810623e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.220920051793096262e+00,1.765128668026305636e+00,0.000000000000000000e+00
3.087500000000000244e-01,-7.129147276299981906e-01,-7.129147276300391578e-01,7.042182910373764315e-01,-7.042220739072855284e-01,3.106542723660328797e-01,9.279270570664351903e-01,-2.595474132169318104e-01,-2.675565679560568677e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.473221346913723195e+00,1.539699148953867169e+00,0.000000000000000000e+00
3.089999999999999969e-01,-5.926132246565455342e-01,-8.156621282494297409e-01,8.057190016369812913e-01,-5.853887430370805500e-01,3.109073583021901843e-01,9.430124940022515112e-01,-2.552726753012156125e-01,-2.134556099056983958e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.686796059230458944e+00,1.278798956573417245e+00,0.000000000000000000e+00
3.092500000000000249e-01,-4.577194405238009800e-01,-8.983249825459879156e-01,8.873800977609581642e-01,-4.521415567410608793e-01,3.111604427387760219e-01,9.547303390676474821e-01,-2.508505816679702516e-01,-1.598873520345358845e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.856965032080071243e+00,9.889723641743931593e-01,0.000000000000000000e+00
3.094999999999999973e-01,-3.115551454561173439e-01,-9.588681420925664334e-01,9.471911131811707740e-01,-3.077616911132513566e-01,3.114135255257943768e-01,9.634498713915933266e-01,-2.456353432614250265e-01,-1.069000629390097074e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.980126367314511304e+00,6.772915015530096561e-01,0.000000000000000000e+00
3.097500000000000253e-01,-1.577194217037908852e-01,-9.958012376761893325e-01,9.836796555458757751e-01,-1.558044006061045650e-01,3.116666067248358152e-01,9.694910047497067307e-01,-2.389862091405941524e-01,-5.452323862365876517e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.053786802464743211e+00,3.511886759019172688e-01,0.000000000000000000e+00
3.099999999999999978e-01,2.618765882765149506e-14,-1.008215285004855577e+00,9.959476480710935942e-01,-1.146299937203688154e-05,3.119196866172821436e-01,9.731257422998415008e-01,-2.302571851165131633e-01,-2.813960838775340749e-03,0.000000000000000000e+00,0.000000000000000000e+00,-2.076570601795792559e+00,1.829720268167274802e-02,0.000000000000000000e+00
3.102500000000000258e-01,1.577200117280291025e-01,-9.958049629422819349e-01,9.836934268105951285e-01,1.557809639470229546e-01,3.121727657033052661e-01,9.745847099456742546e-01,-2.187944994884684358e-01,4.810000138977350154e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.048210874500279832e+00,-3.136976696004335485e-01,0.000000000000000000e+00
3.104999999999999982e-01,3.115577084137605701e-01,-9.588760300650347457e-01,9.472191510155189009e-01,3.077368048007979584e-01,3.124258446917633769e-01,9.740671708184717170e-01,-2.039434963945974955e-01,9.798059507905076959e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.969527692182017509e+00,-6.371978863459043518e-01,0.000000000000000000e+00
3.107500000000000262e-01,4.577259261356660947e-01,-8.983377112758536009e-01,8.874233457038954720e-01,4.521145218135367294e-01,3.126789244815023627e-01,9.717532039624160456e-01,-1.850668054910921678e-01,1.464444880973717611e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.842396320560135470e+00,-9.448232447298839931e-01,0.000000000000000000e+00
3.109999999999999987e-01,5.926263940613291092e-01,-8.156802543800367733e-01,8.057787614981601898e-01,5.853592380657258731e-01,3.129320061348771498e-01,9.678168479242518218e-01,-1.615753695111245558e-01,1.929350897097500961e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.669707468098206915e+00,-1.229535892896745919e+00,0.000000000000000000e+00
3.112500000000000266e-01,7.129382182031850368e-01,-7.129382182031517301e-01,7.042960979912892272e-01,7.041902609618776454e-01,3.131850908446435211e-01,9.624389293609869611e-01,-1.329729613735873006e-01,2.367055106963404376e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.455319894995020791e+00,-1.484761203601808077e+00,0.000000000000000000e+00
3.114999999999999991e-01,8.156995325518925366e-01,-5.926404004730220221e-01,5.854744845930088815e-01,8.056818521464861327e-01,3.134381798955723220e-01,9.558180791245277641e-01,-9.891298298534323408e-02,2.768176681782414938e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.204004206087682327e+00,-1.704507173256685437e+00,0.000000000000000000e+00
3.117500000000000271e-01,8.983803220935677736e-01,-4.577476374316304941e-01,4.522399384008370937e-01,8.873352562965324264e-01,3.136912746223518567e-01,9.481782250931297673e-01,-5.926357081917486141e-02,3.121632307511614801e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.213754115942971445e-01,-1.883483561704987430e+00,0.000000000000000000e+00
3.119999999999999996e-01,9.589446384087244590e-01,-3.115800006159321067e-01,3.078733142576068893e-01,9.471402164025310988e-01,3.139443763654148345e-01,9.397708335606692609e-01,-1.417360184131129935e-02,3.415111848820311380e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.138110059339537683e-01,-2.017220609697114142e+00,0.000000000000000000e+00
3.122500000000000275e-01,9.959006868729350925e-01,-1.577351729091637234e-01,1.559295205125352524e-01,9.836244617915108623e-01,3.141974864263843426e-01,9.308705317678437341e-01,3.587121460242292947e-02,3.635839779874781574e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.883510692734533865e-01,-2.102185538114659469e+00,0.000000000000000000e+00
3.125000000000000000e-01,1.008337558899148778e+00,2.075558997741274459e-14,1.499888506128396195e-04,9.958899509615287693e-01,3.144506060247702628e-01,9.217635773334117433e-01,9.001524698449810125e-02,3.771593334544851017e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.742275038043895774e-02,-2.135893318783508743e+00,0.000000000000000000e+00
3.127500000000000280e-01,9.959477064966502091e-01,1.577426200860211625e-01,-1.556294474168151420e-01,9.836349770562846651e-01,3.147037362574505170e-01,9.127298798741654284e-01,1.470357285588702601e-01,3.811884847579392055e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.855315152694247516e-01,-2.117006658926297469e+00,0.000000000000000000e+00
3.130000000000000004e-01,9.590346022863680542e-01,3.116092316517414251e-01,-3.075729990562848237e-01,9.471615915723455847e-01,3.149568780622992170e-01,9.040206720922011607e-01,2.053904733890478396e-01,3.749151608977527861e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.177671394927719328e-01,-2.045418929380432793e+00,0.000000000000000000e+00
3.132500000000000284e-01,8.985053881245991247e-01,4.578113617573869587e-01,-4.519393656365895962e-01,8.873681631539620529e-01,3.152100321871040833e-01,8.958350819628648765e-01,2.633119137522709208e-01,3.579753371402890072e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.035883026812887353e+00,-1.922313096428150958e+00,0.000000000000000000e+00
3.135000000000000009e-01,8.158486813243299718e-01,5.927487633992488680e-01,-5.851738540640907260e-01,8.057272542257594150e-01,3.154631991646902889e-01,8.882993733245254653e-01,3.189386406101464844e-01,3.304578140655887175e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.331803634818136350e+00,-1.750189684035402982e+00,0.000000000000000000e+00
3.137500000000000289e-01,7.130980705227861760e-01,7.130980705228116001e-01,-7.039959027346518461e-01,7.042493597366403790e-01,3.157163792948815551e-01,8.814522507651775252e-01,3.704657258125912400e-01,2.929113784392003983e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.597847168715556876e+00,-1.532857483818648836e+00,0.000000000000000000e+00
3.140000000000000013e-01,5.927821848181706876e-01,8.158946819611520018e-01,-8.054798560434209831e-01,5.854334005056834878e-01,3.159695726336864130e-01,8.752383971878885394e-01,4.162890683255299207e-01,2.462948632851249542e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.826953584818257204e+00,-1.275382111314621980e+00,0.000000000000000000e+00
3.142500000000000293e-01,4.578625512843362833e-01,8.986058532281044897e-01,-8.871270000585020910e-01,4.522051899493970128e-01,3.162227789898220953e-01,8.695106609676669374e-01,4.551194515682422392e-01,1.918788557079534607e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.012908482797325593e+00,-9.839895250257292281e-01,0.000000000000000000e+00
3.145000000000000018e-01,3.116607590401013206e-01,9.591931872813536097e-01,-9.469270853067324190e-01,3.078453892869184583e-01,3.164759979284322289e-01,8.640395520476927826e-01,4.860491030989753658e-01,1.311179693020912973e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.150552468401967232e+00,-6.659241047908510680e-01,0.000000000000000000e+00
3.147500000000000298e-01,1.577767149770586130e-01,9.961629731669944254e-01,-9.834078214967055809e-01,1.559087252905629328e-01,3.167292287816438345e-01,8.585274447632511574e-01,5.085647671699954353e-01,6.551720523351865777e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.235965306360540250e+00,-3.292636672319876889e-01,0.000000000000000000e+00
3.150000000000000022e-01,-1.532437998015458355e-14,1.008603118783327979e+00,-9.956711252614586227e-01,1.364599589398953069e-04,3.169824706653441848e-01,8.526244118070753775e-01,5.225126415693969184e-01,-3.485941882722515955e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.266614729243309867e+00,1.730339089475979586e-02,0.000000000000000000e+00
3.152500000000000302e-01,-1.577834907573196777e-01,9.962057537595017109e-01,-9.834152283098915870e-01,-1.556357322757986328e-01,3.172357225014360016e-01,8.459429363497371623e-01,5.280284986164176519e-01,-7.460866631214081723e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.241461106567540273e+00,3.647309864321856554e-01,0.000000000000000000e+00
3.155000000000000027e-01,-3.116873196539566293e-01,9.592749324452541915e-01,-9.469421017116079753e-01,-3.075722110335773474e-01,3.174889830445972727e-01,8.380696403243096393e-01,5.254493426382985666e-01,-1.467728390665734017e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.161011244285370392e+00,7.038882440209353053e-01,0.000000000000000000e+00
3.157500000000000306e-01,-4.579203229025214927e-01,8.987192364127439825e-01,-8.871500137866265012e-01,-4.519318142195110077e-01,3.177422509125367722e-01,8.285733091612759171e-01,5.152215453193438321e-01,-2.191187590880342706e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.027317217125412352e+00,1.025840753590768539e+00,0.000000000000000000e+00
3.160000000000000031e-01,-5.928801004148753773e-01,8.160294512181363036e-01,-8.055114053242418137e-01,-5.851599741893104278e-01,3.179955246185973139e-01,8.170096063849098256e-01,4.978162719599789066e-01,-2.909884232175619645e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.843919146192404490e+00,1.322127739145772862e+00,0.000000000000000000e+00
3.162500000000000311e-01,-7.132418638295082713e-01,7.132418638294499846e-01,-7.040366275302505361e-01,-7.039762375553388907e-01,3.182488026056091712e-01,8.029237924267855764e-01,4.736580254059149508e-01,-3.618859744775386189e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.615733981451658696e+00,1.585022706443920626e+00,0.000000000000000000e+00
3.165000000000000036e-01,-8.160404416663500360e-01,5.928880854428734137e-01,-5.852244362972218727e-01,-8.054550337583185060e-01,3.185020832798891588e-01,7.858534390886925403e-01,4.430675724408434379e-01,-4.314226448899644017e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.348895374891337706e+00,1.807766022845808118e+00,0.000000000000000000e+00
3.167500000000000315e-01,-8.987434103348033165e-01,4.579326401309642969e-01,-4.520004624589235576e-01,-8.870977040617135101e-01,3.187553650444117093e-01,7.653335893872944551e-01,4.062168586518539182e-01,-4.992518009006877144e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.050552414651209521e+00,1.984759551291988222e+00,0.000000000000000000e+00
3.170000000000000040e-01,-9.593135405890338419e-01,3.116998642002791198e-01,-3.076451736296589856e-01,-9.468940181196952022e-01,3.190086463303043463e-01,7.409071001514587751e-01,3.630905679372756767e-01,-5.649972640819977965e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.286370886385241663e-01,2.111715777857105181e+00,0.000000000000000000e+00
3.172500000000000320e-01,-9.962590152546459965e-01,1.577919265493353818e-01,-1.557131016939210244e-01,-9.833716643502325994e-01,3.192619256260162963e-01,7.121430796635407345e-01,3.134461074881427223e-01,-6.281749531681912746e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.916117431184080178e-01,2.185756654894944084e+00,0.000000000000000000e+00
3.175000000000000044e-01,-1.008670178628051417e+00,-9.888361118310606456e-15,5.467529212289921507e-05,-9.956324966230044593e-01,3.195152015037218685e-01,6.786664873339950388e-01,2.567601190941121714e-01,-6.881032191557555633e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.820835303938044575e-02,2.205460377789147941e+00,0.000000000000000000e+00
3.177500000000000324e-01,-9.962419130601013473e-01,-1.577892178279021729e-01,1.558226424062693349e-01,-9.833746458282999203e-01,3.197684726427506563e-01,6.402023379765594546e-01,1.921441683885201090e-01,-7.437886695854080132e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.928288438511451597e-01,2.170857304388856157e+00,0.000000000000000000e+00
3.180000000000000049e-01,-9.592810951928510965e-01,-3.116893220520581820e-01,3.077552814121968794e-01,-9.468999527361846580e-01,3.200217378500600507e-01,5.966391485012711993e-01,1.182043687446338032e-01,-7.937565456015849286e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.229868693357784037e-01,2.083378939104318484e+00,0.000000000000000000e+00
3.182500000000000329e-01,-8.986989541936164505e-01,-4.579099885957297889e-01,4.521115047849025848e-01,-8.871065394982452501e-01,3.202749960779655014e-01,5.481196604708269415e-01,3.281080067847377130e-02,-8.357561182331738614e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.342049242373531293e-01,1.945766160709908821e+00,0.000000000000000000e+00
3.185000000000000053e-01,-8.159885278008643938e-01,-5.928503678118294262e-01,5.853367666363089583e-01,-8.054667024091933802e-01,3.205282464394704212e-01,4.951754367764343301e-01,-6.725537709438936251e-02,-8.661858929035722854e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.219066161860337116e+00,1.761944481287103237e+00,0.000000000000000000e+00
3.187500000000000333e-01,-7.131877799771395576e-01,-7.131877799771902948e-01,7.041505840936094218e-01,-7.039906691012804973e-01,3.207814882216181163e-01,4.389417029833142525e-01,-1.867380403606248296e-01,-8.788965159018332640e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.470956251841865958e+00,1.536875010832019051e+00,0.000000000000000000e+00
3.190000000000000058e-01,-5.928292974292409534e-01,-8.159595269072855706e-01,8.056273152106394608e-01,-5.851771104995385775e-01,3.210347208972113009e-01,3.815297330260067343e-01,-3.319995508584552835e-01,-8.626768578366339479e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.684187186080771337e+00,1.276389916179735184e+00,0.000000000000000000e+00
3.192500000000000338e-01,-4.578778127437380108e-01,-8.986358055286316482e-01,8.872682046567121894e-01,-4.519516230251243161e-01,3.212879441350982024e-01,3.266948232125524432e-01,-5.087523251543922820e-01,-7.965184016305704162e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.854087101282267724e+00,9.870205709032555674e-01,0.000000000000000000e+00
3.195000000000000062e-01,-3.116571013894650632e-01,-9.591819301901703954e-01,9.470629220748580934e-01,-3.075946916347258586e-01,3.215411578088216982e-01,2.808786211524621490e-01,-7.107801994103307708e-01,-6.449020920307996230e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.977058821363380181e+00,6.758253828672988739e-01,0.000000000000000000e+00
3.197500000000000342e-01,-1.577680612059798038e-01,-9.961083354068517304e-01,9.835390744689430642e-01,-1.556609019984433184e-01,3.217943620028450580e-01,2.537524372995818567e-01,-8.921736925871270874e-01,-3.736787427991755672e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.050611202071500383e+00,3.502226464690408325e-01,0.000000000000000000e+00
3.200000000000000067e-01,4.450603842920402790e-15,-1.008507133400057709e+00,9.957984660026636403e-01,1.086119108036923890e-04,3.220475570145331368e-01,2.547380324831216569e-01,-9.668231989618176758e-01,-1.901149010113610885e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.073368102651476974e+00,1.783188002315628379e-02,0.000000000000000000e+00
3.202499999999999791e-01,1.577626761438321590e-01,-9.960743354623200485e-01,9.835392032567329412e-01,1.558783144526470210e-01,3.223007433489855633e-01,2.849147484554069854e-01,-9.111455104579565534e-01,2.977204139539342265e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.045059883291965530e+00,-3.136747932782258386e-01,0.000000000000000000e+00
3.205000000000000071e-01,3.116360712246496467e-01,-9.591172059980122011e-01,9.470631069252067880e-01,3.078127095317371165e-01,3.225539217041916706e-01,3.361581664553289217e-01,-7.942458389059188217e-01,5.061336132939846522e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.966501783882014909e+00,-6.367113770589876154e-01,0.000000000000000000e+00
3.207499999999999796e-01,4.578323540557442950e-01,-8.985465878299259135e-01,8.872682681694660234e-01,4.521707523778200621e-01,3.228070929469333827e-01,3.988588456689627915e-01,-6.755220029410099469e-01,6.201464704198424993e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.839562481337791100e+00,-9.439083434691519781e-01,0.000000000000000000e+00
3.210000000000000075e-01,5.927529191549406606e-01,-8.158544012313578841e-01,8.056269401023286036e-01,5.853979376314987215e-01,3.230602580827883763e-01,4.660783101792572158e-01,-5.752072915041267498e-01,6.722407162474872688e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.667124709268701377e+00,-1.228236905727356554e+00,0.000000000000000000e+00
3.212499999999999800e-01,7.130768751849976272e-01,-7.130768751849951848e-01,7.041493010818966614e-01,7.042138092763980950e-01,3.233134182240215981e-01,5.334053682621023862e-01,-4.952330768340983402e-01,6.857280165769829017e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.453038253710584149e+00,-1.483129763097822851e+00,0.000000000000000000e+00
3.215000000000000080e-01,8.158426960248676973e-01,-5.927444148245868405e-01,5.853339745213087530e-01,8.056927357948709956e-01,3.235665745582528285e-01,5.980567419675364427e-01,-4.326955526362256665e-01,6.746129943278642571e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.202064127302673535e+00,-1.702600467744630919e+00,0.000000000000000000e+00
3.217499999999999805e-01,8.985210352509316323e-01,-4.578193343664426207e-01,4.521065187100938298e-01,8.873359580955252346e-01,3.238197283198775422e-01,6.582797932201281954e-01,-3.841916761632272470e-01,6.473518902459118873e-01,0.000000000000000000e+00,0.000000000000000000e+00,-9.198074742081954192e-01,-1.881362616949555644e+00,0.000000000000000000e+00
3.220000000000000084e-01,9.590769191164199015e-01,-3.116229812232866880e-01,3.077473979189748188e-01,9.471331327960025304e-01,3.240728807655232080e-01,7.130279687199454486e-01,-3.468090566257001628e-01,6.093558845744416752e-01,0.000000000000000000e+00,0.000000000000000000e+00,-6.126359415644876405e-01,-2.014948691109252454e+00,0.000000000000000000e+00
3.222499999999999809e-01,9.960197912079368221e-01,-1.577540371826252064e-01,1.558112066043670085e-01,9.836118517259397898e-01,3.243260331541302222e-01,7.617746751249191428e-01,-3.182095235722332549e-01,5.643066927179369863e-01,0.000000000000000000e+00,0.000000000000000000e+00,-2.875800051138912017e-01,-2.099826717216126237e+00,0.000000000000000000e+00
3.225000000000000089e-01,1.008440177990551412e+00,2.767610410767951305e-14,3.913561678968663707e-05,9.958739145131102477e-01,3.245791867317533996e-01,8.043862638487013772e-01,-2.965249151297961183e-01,5.148161936446780107e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.778789398413601369e-02,-2.133511223535654366e+00,0.000000000000000000e+00
3.227499999999999813e-01,9.960320715703450123e-01,1.577559822009502177e-01,-1.557331626863927565e-01,9.836174578380381117e-01,3.248323427206083469e-01,8.410187776568969209e-01,-2.802441444675816684e-01,4.627641247116420220e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.854975401063616691e-01,-2.114663401513730001e+00,0.000000000000000000e+00
3.230000000000000093e-01,9.591004762397868921e-01,3.116306353966831755e-01,-3.076700391830456960e-01,9.471443943392617859e-01,3.250855023116217546e-01,8.720267141819956214e-01,-2.681243899680704756e-01,4.094859231490163842e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.173490498940571225e-01,-2.043174185961194045e+00,0.000000000000000000e+00
3.232499999999999818e-01,8.985539300785161387e-01,4.578360951182514627e-01,-4.520303135519844751e-01,8.873529771832228130e-01,3.253386666594592080e-01,8.978829203746789833e-01,-2.591247307673968381e-01,3.558941348268639948e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.035103510218726486e+00,-1.920223299176576859e+00,0.000000000000000000e+00
3.235000000000000098e-01,8.158821827306833585e-01,5.927731035957211070e-01,-5.852594118254619282e-01,8.057156738267318152e-01,3.255918368789743611e-01,9.191122523380917952e-01,-2.523554441538923832e-01,3.025713096245110645e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.330692555348341077e+00,-1.748307280063395863e+00,0.000000000000000000e+00
3.237499999999999822e-01,7.131195761664844701e-01,7.131195761664791410e-01,-7.040769049994518580e-01,7.042428951210500943e-01,3.258450140420330321e-01,9.362412036269220916e-01,-2.470376923299359706e-01,2.498495291160502119e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.596441065096838585e+00,-1.531230220513268403e+00,0.000000000000000000e+00
3.240000000000000102e-01,5.927950273647598634e-01,8.159123582101018846e-01,-8.055572918032687380e-01,5.854334747639518000e-01,3.260981991737922359e-01,9.497637093856154955e-01,-2.424704725785198911e-01,1.978811922887707964e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.825295147322882006e+00,-1.274052317386623612e+00,0.000000000000000000e+00
3.242499999999999827e-01,4.578698416907505120e-01,8.986201614562746576e-01,-8.872020358602287216e-01,4.522131205293407619e-01,3.263513932477118962e-01,9.601213670433996761e-01,-2.380032380585115903e-01,1.467018037393436336e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.011045972276270799e+00,-9.829933752123559687e-01,0.000000000000000000e+00
3.245000000000000107e-01,3.116648849801400556e-01,9.592058856190157634e-01,-9.470010835333055876e-01,3.078623548515763142e-01,3.266045971787654989e-01,9.676951561738552643e-01,-2.330135317034230935e-01,9.628488334497586898e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.148539038298355131e+00,-6.652908747166311754e-01,0.000000000000000000e+00
3.247499999999999831e-01,1.577789037353888035e-01,9.961767924430777743e-01,-9.834823483483303708e-01,1.559357208836746611e-01,3.268578118145861189e-01,9.728054909751880919e-01,-2.268895734968127409e-01,4.658967875997403751e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.233858193949614712e+00,-3.290150041765577682e-01,0.000000000000000000e+00
3.250000000000000111e-01,-2.224430057930948527e-14,1.008621297761981284e+00,-9.957479446487842445e-01,1.742448744610756745e-04,3.271110379244833721e-01,9.757178273862319173e-01,-2.190182083377621991e-01,-2.397026743237920011e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.264474294752960137e+00,1.715414123472363758e-02,0.000000000000000000e+00
3.252499999999999836e-01,-1.577875647079101940e-01,9.962314756713523956e-01,-9.834962797132256185e-01,-1.555866887140293087e-01,3.273642761865370732e-01,9.766517091218788194e-01,-2.087790622886715464e-01,-5.062353424224819154e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.239349716460794504e+00,3.641793493551553351e-01,0.000000000000000000e+00
3.255000000000000115e-01,-3.116989475009356858e-01,9.593107192784521287e-01,-9.470294619353113452e-01,-3.075117804668764387e-01,3.276175271731486816e-01,9.757917891492503548e-01,-1.955461719742834781e-01,-9.793915894630003671e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.158992012640841729e+00,7.029390329170748242e-01,0.000000000000000000e+00
3.257499999999999840e-01,-4.579443367299891321e-01,8.987663662028573253e-01,-8.872458442211377250e-01,-4.518602522038733249e-01,3.278707913356508352e-01,9.732998402985623132e-01,-1.786986754269459521e-01,-1.440631954228710210e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.025452636261265926e+00,1.024508293581242402e+00,0.000000000000000000e+00
3.260000000000000120e-01,-5.929222500942514795e-01,8.160874652747713842e-01,-8.056178876214278306e-01,-5.850779512861132847e-01,3.281240689887111039e-01,9.693270105124739411e-01,-1.576422420588231010e-01,-1.885578696570826551e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.842269648761593048e+00,1.320435867953442255e+00,0.000000000000000000e+00
3.262499999999999845e-01,-7.133082249090781923e-01,7.133082249090911819e-01,-7.041558913858729785e-01,-7.038848560295001278e-01,3.283773602953777848e-01,9.640255925665660586e-01,-1.318425866514869593e-01,-2.308076888271410609e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.614356482052780484e+00,1.583004538350849311e+00,0.000000000000000000e+00
3.265000000000000124e-01,-8.161367186063167578e-01,5.929580347342169322e-01,-5.853584832500082769e-01,-8.053558287191678877e-01,3.286306652537052120e-01,9.575594220634739973e-01,-1.008714406286346787e-01,-2.700090844452636141e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.347841838358832645e+00,1.805463475870250800e+00,0.000000000000000000e+00
