lam_r0,lam_t0,lam_u0,lam_v0,nu1,nu2
-2.232141873563385115e+00,-8.346095219260829534e-02,-1.814446250450110071e-02,-2.184438582975948062e+00,-1.825650125864270237e-02,-1.984946421591164967e+00
