vx,vy,vz
3.853392363121184189e+03,2.224809824836514963e+03,7.906004287682356912e-02
3.631934057577063868e+03,2.498853861080867773e+03,6.029336328896695250e+02
3.321037956176084663e+03,2.711364397147640830e+03,1.190943358740569693e+03
2.928360144155216403e+03,2.857109254163055084e+03,1.749629604976305473e+03
2.463570321242419141e+03,2.932500254954406046e+03,2.265235900226283320e+03
1.938113683439706392e+03,2.935681548124546680e+03,2.725066636905802170e+03
1.364929096440009062e+03,2.866575277478782937e+03,3.117799644336585970e+03
7.581305024126146463e+02,2.726883475377217110e+03,3.433764938592640647e+03
1.326594058108210277e+02,2.520046136527624640e+03,3.665182789308316387e+03
-4.960830057635035359e+02,2.251156507336594586e+03,3.806355246381819597e+03
-1.112615050315509279e+03,1.926835678339601145e+03,3.853806415715533603e+03
-1.701755717971633885e+03,1.555069567809045338e+03,3.806368034512428494e+03
-2.248998436277835481e+03,1.145012308672618701e+03,3.665208241897011249e+03
-2.740868238027412644e+03,7.067608761650258202e+02,3.433802836805145034e+03
-3.165253543263309894e+03,2.511065001003283612e+02,3.117849728035224416e+03
-3.511704389843342597e+03,-2.107310234897873045e+02,2.725128676950984300e+03
-3.771689769513343435e+03,-6.673795852179678150e+02,2.265309777765477065e+03
-3.938807729071799258e+03,-1.107594782096588460e+03,1.749715380853837587e+03
-4.008943054571077482e+03,-1.520536812453750372e+03,1.191041308903111030e+03
-3.980368640081366721e+03,-1.896037432741227349e+03,6.030442096255952720e+02
-3.853788010442264749e+03,-2.224850410126794031e+03,2.027026527542660772e-01
-3.632317906321834926e+03,-2.498879261161574959e+03,-6.026393102465481206e+02
-3.321411433084298551e+03,-2.711376551730374103e+03,-1.190638150124429103e+03
-2.928723788986295403e+03,-2.857109919741659269e+03,-1.749315677682541263e+03
-2.463923831272227289e+03,-2.932490866917951735e+03,-2.264915669505297046e+03
-1.938456062631427130e+03,-2.935663130417123739e+03,-2.724742501266909585e+03
-1.365258886099797110e+03,-2.866548424580586925e+03,-3.117473758766010633e+03
-7.584460578409733671e+02,-2.726848412086570534e+03,-3.433439064639434491e+03
-1.329591742443233784e+02,-2.520002845966856057e+03,-3.664858246388496809e+03
4.958002530287369609e+02,-2.251104904404975514e+03,-3.806032970933100842e+03
1.112350072592768811e+03,-1.926775796404216635e+03,-3.853487115373126016e+03
1.701508773747953455e+03,-1.555001722605934674e+03,-3.806052406736728699e+03
2.248769373496965727e+03,-1.144937206111955675e+03,-3.664897213868720883e+03
2.740656692879365437e+03,-7.066796395731429357e+02,-3.433497778445065705e+03
3.165059215405216946e+03,-2.510206057640582458e+02,-3.117552593669079215e+03
3.511527348714104846e+03,2.108198981951166786e+02,-2.724842042777593178e+03
3.771530741166780899e+03,6.674697820931106662e+02,-2.265036759864717624e+03
3.938668316554520516e+03,1.107684919881710812e+03,-1.749459439394536503e+03
4.008825857277991872e+03,1.520626043106588668e+03,-1.190805967090787362e+03
3.980277260040581950e+03,1.896125650416246572e+03,-6.028327456762402790e+02
3.853726976516387367e+03,2.224938360674264004e+03,-1.791990119056713696e-02
3.632292600298570505e+03,2.498968546496391809e+03,6.027951539078432006e+02
3.321428035146733691e+03,2.711469645704907634e+03,1.190763413278406006e+03
2.928789141916594872e+03,2.857210246493367322e+03,1.749409570512204255e+03
2.464045176649717177e+03,2.932602860604122725e+03,2.264978571854969232e+03
1.938640665530243041e+03,2.935792217538207296e+03,2.724776261148510002e+03
1.365513581041155931e+03,2.866700909007844984e+03,3.117481913117464956e+03
7.587767580453090659e+02,2.727031262174916264e+03,3.433426944993937468e+03
1.333703922844398448e+02,2.520223396940841212e+03,3.664832947580239306e+03
-4.953058249610174926e+02,2.251370500340085982e+03,3.806003177568768933e+03
-1.111771881196291361e+03,1.927093403619179981e+03,3.853462797757972567e+03
-1.700848592352324431e+03,1.555377549020477318e+03,3.806044412498838938e+03
-2.248031344773839919e+03,1.145376359117837637e+03,3.664916791754593305e+03
-2.739847228004587123e+03,7.071858489029676775e+02,3.433556075294798120e+03
-3.164186764928446337e+03,2.515960292597090699e+02,3.117660164636095487e+03
-3.510602070511837155e+03,-2.101747775513777583e+02,2.725008409314431901e+03
-3.770564096594720468e+03,-6.667561685145919910e+02,2.265270041476660481e+03
-3.937672627358139380e+03,-1.106905634501751592e+03,1.749766075326184364e+03
-4.007813853645722247e+03,-1.519785384334875971e+03,1.191190534394088900e+03
-3.979261645392527043e+03,-1.895229200970055217e+03,6.032978717599097536e+02
-3.852720028320091842e+03,-2.223992757943657125e+03,5.642812788158042547e-01
-3.631305819524876370e+03,-2.497981231616775403e+03,-6.021687588062953864e+02
-3.320471850869144419e+03,-2.710448604223959592e+03,-1.190059930932127372e+03
-2.927872672820740263e+03,-2.856163750379040721e+03,-1.748633511859555256e+03
-2.463176048273865035e+03,-2.931539218333212375e+03,-2.264135795701286497e+03
-1.937824881054052639e+03,-2.934719536638096542e+03,-2.723873729878738686e+03
-1.364755444088259310e+03,-2.865626874195946129e+03,-3.116527426760372236e+03
-7.580788476942502712e+02,-2.725962932254487896e+03,-3.432428858206852055e+03
-1.327335924211462839e+02,-2.519167024826254874e+03,-3.663799874267097948e+03
4.958822386527291997e+02,-2.250331382485582708e+03,-3.804943689687125698e+03
1.112290093839076917e+03,-1.926075767098144979e+03,-3.852385128289634395e+03
1.701312042187453244e+03,-1.554384485587737117e+03,-3.804956176680321732e+03
2.248444460628026718e+03,-1.144409815010483271e+03,-3.663824744417994225e+03
2.740215124604532321e+03,-7.062466761912900211e+02,-3.432465924028800600e+03
3.164514916582176284e+03,-2.506840991650968249e+02,-3.116576457162602765e+03
3.510895990241059280e+03,2.110604063627840219e+02,-2.723934508049502256e+03
3.770829050993811961e+03,6.676170419284553645e+02,-2.264208188596323453e+03
3.937913415475997681e+03,1.107743678290687740e+03,-1.748717538269774877e+03
4.008034669548469537e+03,1.520602692340317390e+03,-1.190155804567318228e+03
3.979466025740362056e+03,1.896027872576818027e+03,-6.022768629230245097e+02
3.852910846737405336e+03,2.224774827681968418e+03,4.435697316933212009e-01
3.631485236278081175e+03,2.498748688147575649e+03,6.031645641363560344e+02
3.320641189091961678e+03,2.711203372019154813e+03,1.191045431422126967e+03
2.928032333657200070e+03,2.856907564412519605e+03,1.749610962569411868e+03
2.463325542968909303e+03,2.932273472488583138e+03,2.265107710730659164e+03
1.937962983058013606e+03,2.935445179245848067e+03,2.724842593946621037e+03
1.364880437190547354e+03,2.866344382868583580e+03,3.117495442567417740e+03
7.581888300737167583e+02,2.726672376440318203e+03,3.433397776951034757e+03
1.328267852957479533e+02,2.519868206138928144e+03,3.664770938839234532e+03
-4.958072315577556992e+02,2.251024027338947690e+03,3.805917698917470716e+03
-1.112234122198657360e+03,1.926759735520235381e+03,3.853362608060274852e+03
-1.701275370368852236e+03,1.555059956222177107e+03,3.805937623905470446e+03
-2.248426862945324501e+03,1.145077409650235268e+03,3.664810896337372469e+03
-2.740216100372602796e+03,7.069074968914137571e+02,3.433458000118921973e+03
-3.164533990687664755e+03,2.513396651896840694e+02,3.117576324859391207e+03
-3.510933050520332927e+03,-2.104083181668297584e+02,2.724944735486756599e+03
-3.770884667283696217e+03,-6.669666336741016721e+02,2.265231966097802797e+03
-3.937989087964350801e+03,-1.107093411345703771e+03,1.749758472984483205e+03
-4.008132966587135797e+03,-1.519951568261925559e+03,1.191217618417454332e+03
-3.979590595534129534e+03,-1.895375663536482762e+03,6.033630570894740686e+02
-3.853066333833312910e+03,-2.224122199740747419e+03,6.700279551550293311e-01
-3.631677193947257365e+03,-2.498097208936871994e+03,-6.020211051023969731e+02
-3.320876022040034059e+03,-2.710555521979907098e+03,-1.189870285064528616e+03
-2.928317168758309890e+03,-2.856266817865889152e+03,-1.748403168316014899e+03
-2.463667962517250544e+03,-2.931644368304324871e+03,-2.263867510426699482e+03
-1.938370630234861892e+03,-2.934833311248324208e+03,-2.723571759139403184e+03
-1.365360528974155841e+03,-2.865756283210791025e+03,-3.116197521399975813e+03
-7.587476260478564427e+02,-2.726115289370004575e+03,-3.432078214836426923e+03
-1.334690687424329099e+02,-2.519349767047028308e+03,-3.663437046420144725e+03
4.950786042865239551e+02,-2.250551875706820283e+03,-3.804578461742494255e+03
1.111418557021900597e+03,-1.926341098904661976e+03,-3.852028352975400594e+03
1.700374724063273561e+03,-1.554701244709870934e+03,-3.804619574056555848e+03
2.247445472003877967e+03,-1.144783856623692373e+03,-3.663520657311203195e+03
2.739160655101672091e+03,-7.066828740148055203e+02,-3.432207023387079971e+03
3.163413274143653780e+03,-2.511860892840144288e+02,-3.116375392003330944e+03
3.509757571840456876e+03,2.104904792536632669e+02,-2.723803499458126680e+03
3.769666223970232750e+03,6.669787585725445069e+02,-2.264158575887562620e+03
3.936740292298352415e+03,1.107038535881552434e+03,-1.748759297409819510e+03
4.006866768453686745e+03,1.519834224356456843e+03,-1.190297074525866492e+03
3.978319828644235258e+03,1.895201663955672757e+03,-6.025235400517515245e+02
3.851803305596178234e+03,2.223898386882800423e+03,8.806729698070316081e-02
3.630433332209192940e+03,2.497831184501993903e+03,6.026992843140394598e+02
3.319661585373015441e+03,2.710255371772410399e+03,1.190471792758259653e+03
2.927141021802536216e+03,2.855940842691085436e+03,1.748932778696092782e+03
2.462537414450317101e+03,2.931300828699643716e+03,2.264331284365797273e+03
1.937291332925796496e+03,2.934480191122191172e+03,2.723976777838091039e+03
1.364336431530538221e+03,2.865401075880080043e+03,3.116551604806063551e+03
7.577809836597152753e+02,2.725764809046048867e+03,3.432389631214998644e+03
1.325605051949382869e+02,2.519009989487596158e+03,3.663714219194060661e+03
-4.959299803240384108e+02,2.250227812999480648e+03,3.804829680958154313e+03
-1.112214982551069625e+03,1.926036714570798722e+03,3.852261501215088629e+03
-1.701119562543480924e+03,1.554419415668245847e+03,3.804841879539684669e+03
-2.248142952397179670e+03,1.144526387358278953e+03,3.663738489152324291e+03
-2.739815583093676651e+03,7.064505651317266484e+02,3.432425744341187510e+03
-3.164030735207067210e+03,2.509788576055288161e+02,3.116599281452365631e+03
-3.510342649834887652e+03,-2.106734381491207273e+02,2.724035753521313381e+03
-3.770223759661017993e+03,-6.671387809033724352e+02,2.264401382463057416e+03
-3.937274702367566078e+03,-1.107177294439865136e+03,1.749013972268279758e+03
-4.007381936126817436e+03,-1.519953553236505968e+03,1.190564229497932274e+03
-3.978819058804153428e+03,-1.895303433120987165e+03,6.028032323046054444e+02
-3.852289303901874064e+03,-2.223984451929032275e+03,2.037220125449306918e-01
-3.630908143106199532e+03,-2.497903386368899646e+03,-6.023963888155428776e+02
-3.320126488431330017e+03,-2.710315494669055170e+03,-1.190159359244430561e+03
-2.927596470294120081e+03,-2.855990500650977538e+03,-1.748612835672103301e+03
-2.462983071184154142e+03,-2.931341339690391578e+03,-2.264006100799093474e+03
-1.937726206258947514e+03,-2.934512492439988819e+03,-2.723648618460890248e+03
-1.364759091125350778e+03,-2.865425706708660073e+03,-3.116222517102674374e+03
-7.581898219833757366e+02,-2.725781967036069091e+03,-3.432061303825697905e+03
-1.329540014810327193e+02,-2.519019652904315990e+03,-3.663387936539104885e+03
4.955530394434342156e+02,-2.250229906897145611e+03,-3.804506381426322605e+03
1.111855365909665579e+03,-1.926031289950267819e+03,-3.851941927137213497e+03
1.700777567621803200e+03,-1.554406806652740215e+03,-3.804526789726304742e+03
2.247818496990865242e+03,-1.144507313801861983e+03,-3.663428892193434876e+03
2.739508403076343711e+03,-7.064261565453043659e+02,-3.432123105763008880e+03
3.163740657432011631e+03,-2.509505872130081912e+02,-3.116305661141313522e+03
3.510069896043508379e+03,2.107039053199453349e+02,-2.723753841052763164e+03
3.769969231841935652e+03,6.671698072741744454e+02,-2.264134415349603842e+03
3.937040203436757110e+03,1.107207525695265076e+03,-1.748765543353986686e+03
4.007170292499541574e+03,1.519982171011640730e+03,-1.190338014077512298e+03
3.978634135520436757e+03,1.895330358945181843e+03,-6.026026953069180081e+02
3.852135943602477710e+03,2.224010461849083640e+03,-3.189321725944567476e-02
3.630792092335774669e+03,2.497930148775348698e+03,6.025370353405874084e+02
3.320054316962556186e+03,2.710345614107024176e+03,1.190267040726770801e+03
2.927575409889118419e+03,2.856027592694877967e+03,1.748686712583701137e+03
2.463020732093370952e+03,2.931390077723802278e+03,2.264046592545054409e+03
1.937830182647376432e+03,2.934578575927173461e+03,2.723657697497893423e+03
1.364936488560038015e+03,2.865515730612775315e+03,3.116203922273808985e+03
7.584467509789470796e+02,2.725903191848217830e+03,3.432020634006762521e+03
1.332950869585264968e+02,2.519179689374537702e+03,3.663332602556049096e+03
-4.951250832002282323e+02,2.250436341068168076e+03,3.804445411704522940e+03
-1.111340052319196957e+03,1.926291281691784206e+03,3.851885640089226854e+03
-1.700176817058057622e+03,1.554726697599119461e+03,3.804486360896332826e+03
-2.247136664350236515e+03,1.144892278335469200e+03,3.663415854605933418e+03
-2.738752156172538889e+03,7.068799230764681170e+02,3.432148826529550206e+03
-3.162918723075128128e+03,2.514752479396698845e+02,3.116380836198002271e+03
-3.509192701186681006e+03,-2.101079879698829416e+02,2.723888044047812855e+03
-3.769048473145272055e+03,-6.665039987989606516e+02,2.264335727640358073e+03
-3.936088380115324526e+03,-1.106474831338030071e+03,1.749040281713565037e+03
-4.006200235028575662e+03,-1.519187075903431833e+03,1.190690562326735289e+03
-3.977658557713548362e+03,-1.894478614303829772e+03,6.030354371047586710e+02
-3.851167038798363137e+03,-2.223108835739733877e+03,5.452362070719217746e-01
-3.629841187111633189e+03,-2.496986158678537777e+03,-6.019445582760695288e+02
-3.319131588884499706e+03,-2.709367255867580752e+03,-1.189598609323987375e+03
-2.926689670191511141e+03,-2.855023076924478119e+03,-1.747947012007416333e+03
-2.462179270381355764e+03,-2.930367581178069486e+03,-2.263241574945416232e+03
-1.937038668958425205e+03,-2.933546012329598852e+03,-2.722794323063606953e+03
-1.364198928271328668e+03,-2.864480543443012721e+03,-3.115289887466043183e+03
-7.577654895578159540e+02,-2.724872170909342913e+03,-3.431064092295793216e+03
-1.326708636636876975e+02,-2.518158813590176123e+03,-3.662341882110487404e+03
4.956930318856713598e+02,-2.249430651468278029e+03,-3.803428735294337002e+03
1.111853838419056046e+03,-1.925304790405246194e+03,-3.850850854974009053e+03
1.700639696727973842e+03,-1.553762339922640194e+03,-3.803440689934647253e+03
2.247552788311984841e+03,-1.143951914810002791e+03,-3.662365683239747341e+03
2.739126286047155190e+03,-7.059643962166289839e+02,-3.431099542215498786e+03
3.163255931663372849e+03,-2.505844936198485300e+02,-3.115336735922064690e+03
3.509498080745820062e+03,2.109747811154664134e+02,-2.722852320785448683e+03
3.769326878694728293e+03,6.673481963340317407e+02,-2.263310537616090642e+03
3.936344232813728922e+03,1.107298148281986869e+03,-1.748026881234073926e+03
4.006437401804757428e+03,1.519991388923670456e+03,-1.189689485249587051e+03
3.977880303777294557e+03,1.895265825198943276e+03,-6.020466584864814195e+02
3.851376012326014461e+03,2.223880816521073939e+03,4.317585812733752415e-01
3.630039362092477404e+03,2.497744755921777141e+03,6.029108295731226690e+02
3.319320152730394057e+03,2.710114255105637312e+03,1.190555807100239463e+03
2.926868944881379775e+03,2.855760084646915402e+03,1.748897267155342433e+03
2.462348737986748802e+03,2.931095885089441254e+03,2.264187267561041608e+03
1.937197111940481363e+03,2.934266483210651131e+03,2.723737813737672695e+03
1.364344663721771894e+03,2.865193611295501796e+03,3.116233278642429013e+03
7.578966587078697330e+02,2.725577885034633709e+03,3.432009067667589534e+03
1.327857267197656483e+02,2.518856977680436557e+03,3.663289653921358877e+03
-4.955958481154239053e+02,2.250121009296198281e+03,3.804380108422356443e+03
-1.111775185363490891e+03,1.925987227092327430e+03,3.851806394460426418e+03
-1.700579870918771803e+03,1.554437059794466904e+03,3.804400959071816033e+03
-2.247511628885586106e+03,1.144619560022543510e+03,3.663331505949691291e+03
-2.739103389246565257e+03,7.066260797126381021e+02,3.432072238248537815e+03
-3.163250948942258219e+03,2.512417338870430115e+02,3.116318281159791240e+03
-3.509511052882307467e+03,-2.103202200249235148e+02,2.723845396620964493e+03
-3.769358551922750394e+03,-6.666945401178795692e+02,2.264318451760406788e+03
-3.936396305701694018e+03,-1.106643889971832323e+03,1.749053365143133760e+03
-4.006512664484562265e+03,-1.519335565169453957e+03,1.190738400273527759e+03
-3.977982656849111208e+03,-1.894608240602497972e+03,6.031216757414431413e+02
-3.851510397498600469e+03,-2.223222170168745379e+03,6.725919205700910952e-01
-3.630211677419100397e+03,-2.497086679494129839e+03,-6.017744854813338407e+02
-3.319537171507746734e+03,-2.709459352656429928e+03,-1.189385509652196788e+03
-2.927138160318685095e+03,-2.855112011826503931e+03,-1.747692010516928121e+03
-2.462678076949347087e+03,-2.930459406873766966e+03,-2.262947334329506248e+03
-1.937594522462787609e+03,-2.933647450245102846e+03,-2.722465096681302384e+03
-1.364817611177186791e+03,-2.864598828135485746e+03,-3.114931519391392612e+03
-7.584515806671563496e+02,-2.725014867727517867e+03,-3.430683965193032236e+03
-1.334275044125688510e+02,-2.518333616361225268e+03,-3.661948816156991597e+03
4.948643445630229394e+02,-2.249645165541908682e+03,-3.803032842131575762e+03
1.110953430160867583e+03,-1.925566304413564922e+03,-3.850463349561118321e+03
1.699669862634726996e+03,-1.554077587887769141e+03,-3.803073660920142174e+03
2.246517904679221374e+03,-1.144326829616545183e+03,-3.662031819933610677e+03
2.738032879269524983e+03,-7.064038565708525539e+02,-3.430811814700737614e+03
3.162112692025003525e+03,-2.510920698725837212e+02,-3.115108025731726229e+03
3.508315804940733415e+03,2.103970719282472430e+02,-2.722695003684754738e+03
3.768118323725464052e+03,6.667001098318064578e+02,-2.263236028064176480e+03
3.935123867278684429e+03,1.106581384239339286e+03,-1.748045159742794340e+03
4.005221050458788795e+03,1.519209687649917896e+03,-1.189808645994628478e+03
3.976684701390141981e+03,1.894424957366633862e+03,-6.022725381948457652e+02
3.850218320454685454e+03,2.222988440476264259e+03,9.578508432963121766e-02
3.628936735551928905e+03,2.496810170400428433e+03,6.024638538861012194e+02
3.318289381501283060e+03,2.709148153247998380e+03,1.189999328383682723e+03
2.925926094256487886e+03,2.854774359267969885e+03,1.748235211680005023e+03
2.461508726709014354e+03,2.930103432725506082e+03,2.263426060121165392e+03
1.936473227278730974e+03,2.933280952218209677e+03,2.722886419755496718e+03
1.363748042261819819e+03,2.864229070177511858e+03,3.115303156306236815e+03
7.574357777797873723e+02,2.724648410213842908e+03,3.431013990028243370e+03
1.324659608619197115e+02,2.517976178268910189e+03,3.662245380160210061e+03
-4.957725507671412970e+02,2.249301521342597880e+03,3.803303905477241187e+03
-1.111810461205075399e+03,1.925240219528502848e+03,3.850716432889641510e+03
-1.700478905757793882e+03,1.553771797060494009e+03,3.803315626576553313e+03
-2.247282924381798694e+03,1.144043061830315764e+03,3.662268694751110615e+03
-2.738758349092041954e+03,7.061429076497402093e+02,3.431048666615071397e+03
-3.162803323010696204e+03,2.508539196645970435e+02,3.115348904397995739e+03
-3.508976291450320787e+03,-2.106131063965965211e+02,2.722942950078389458e+03
-3.768753127834542738e+03,-6.668951997560795917e+02,2.263493149662654560e+03
-3.935737059226416932e+03,-1.106757012883693278e+03,1.748312756580395671e+03
-4.005816213009303283e+03,-1.519367496835144948e+03,1.190087358104913619e+03
-3.977264887559445469e+03,-1.894566642384835859e+03,6.025624666290839286e+02
-3.850786025711389357e+03,-2.223115707221327739e+03,2.049619721875184097e-01
-3.629493834463898565e+03,-2.496924723095464742e+03,-6.021532211184160133e+02
-3.318837033783632705e+03,-2.709251644305086757e+03,-1.189680284180410581e+03
-2.926464687222254724e+03,-2.854868283716913083e+03,-1.747909663162767174e+03
-2.462037904514784714e+03,-2.930189012444401214e+03,-2.263096148276592430e+03
-1.936992014957103947e+03,-2.933359056674226849e+03,-2.722554293130842780e+03
-1.364255047291817846e+03,-2.864300199559052544e+03,-3.114970771142723606e+03
-7.579294369969194349e+02,-2.724712748862338231e+03,-3.430682976578137186e+03
-1.329447909604243705e+02,-2.518033711078200668e+03,-3.661917000344743883e+03
4.953097436300580512e+02,-2.249352192761620699e+03,-3.802979109868017531e+03
1.111364451996938669e+03,-1.925284105327091538e+03,-3.850396006282956478e+03
1.700050027889276407e+03,-1.553809254941283825e+03,-3.803000394268481614e+03
2.246871162207066391e+03,-1.144074829069361385e+03,-3.661959749106026720e+03
2.738363534012215041e+03,-7.061701220514914894e+02,-3.430747568328747093e+03
3.162425403341318543e+03,-2.508780526257680776e+02,-3.115057815805514565e+03
3.508615633171824356e+03,2.105904011008954342e+02,-2.722664668790716860e+03
3.768410797807625386e+03,6.668723032875253693e+02,-2.263231027865742362e+03
3.935415045804752026e+03,1.106732594229314827e+03,-1.748070512758442419e+03
4.005517551940901740e+03,1.519340761871062568e+03,-1.189868812478680184e+03
3.976993685567128068e+03,1.894537536070167107e+03,-6.023712582861830924e+02
3.850547410202927949e+03,2.223085038295253980e+03,-4.431826923455719353e-02
3.629293877032899672e+03,2.496894228494469189e+03,6.022806474318953178e+02
3.318682647706722946e+03,2.709224051323072672e+03,1.189772596971984967e+03
2.926363443020069553e+03,2.854847381755742845e+03,1.747965990272138015e+03
2.461997728115829432e+03,2.930179688199571956e+03,2.263116955691476505e+03
1.937020776795249276e+03,2.933367249257327330e+03,2.722541673523038298e+03
1.364360075082815683e+03,2.864332755814858956e+03,3.114928648791325486e+03
7.581169973041909316e+02,2.724777178538315638e+03,3.430617189101264103e+03
1.332195907181402106e+02,2.518137856649050264e+03,3.661835235129899047e+03
-4.949449850667953683e+02,2.249503840511888029e+03,3.802890691311385126e+03
-1.110909317168127700e+03,1.925490571987850444e+03,3.850311547950197109e+03
-1.699506571947734756e+03,1.554076986827960354e+03,3.802931345447283093e+03
-2.246243926589596867e+03,1.144409048218261205e+03,3.661917875850488599e+03
-2.737659406512804253e+03,7.065745471360747842e+02,3.430744413653628726e+03
-3.161653342854845960e+03,2.513547130140004242e+02,3.115104182393287374e+03
-3.507786288177934694e+03,-2.100412501965406591e+02,2.722770161314000688e+03
-3.767536053820766938e+03,-6.662521664200899068e+02,2.263403682652335647e+03
-3.934507538522927916e+03,-1.106044632104925086e+03,1.748316531584847553e+03
-4.004590180441153734e+03,-1.518589614331285929e+03,1.190192406510714136e+03
-3.976059154580858376e+03,-1.893729090829993766e+03,6.027745985717104986e+02
-3.849617823359360500e+03,-2.222226165432002290e+03,5.275817425581963427e-01
-3.628380395112321821e+03,-2.495992499493245759e+03,-6.017191524791793427e+02
-3.317795218389931961e+03,-2.708287458619120571e+03,-1.189136244248460571e+03
-2.925510602283619846e+03,-2.853884070971167603e+03,-1.747259605838422885e+03
-2.461186468884339320e+03,-2.929197711221805093e+03,-2.262346561328350163e+03
-1.936256478083524598e+03,-2.932374342733461617e+03,-2.721714215837594566e+03
-1.363646484539609446e+03,-2.863336147011544199e+03,-3.114051723124670389e+03
-7.574562614070102882e+02,-2.723783419234114263e+03,-3.429698764217063854e+03
-1.326123290823504988e+02,-2.517152685812875916e+03,-3.660883382878974317e+03
4.954995626573698360e+02,-2.248532077704460335e+03,-3.801913325382050971e+03
1.111413251356766295e+03,-1.924536045159080231e+03,-3.849316177516237985e+03
1.699962953246756797e+03,-1.553142499582607343e+03,-3.801924852378018841e+03
2.246656658054145737e+03,-1.143496391898545653e+03,-3.660906327304156548e+03
2.738032939232150056e+03,-7.056845613495738689e+02,-3.429732923797976127e+03
3.161992400023297705e+03,-2.504873943270015388e+02,-3.114096836484003688e+03
3.508095599034862971e+03,2.108865977077963691e+02,-2.721770011106960283e+03
3.767820121512203968e+03,6.670767522381984236e+02,-2.262412813762439782e+03
3.934770463955537252e+03,1.106849992778201567e+03,-1.747336190678874118e+03
4.004835555085904161e+03,1.519377446595901574e+03,-1.189223158789692889e+03
3.976290015350856720e+03,1.894501134934125048e+03,-6.018164637070690333e+02
3.849836629451973295e+03,2.222984158062160986e+03,4.199155679754588699e-01
3.628588967051883628e+03,2.496738166328977059e+03,6.026570241346004195e+02
3.317994634285984375e+03,2.709022468595625924e+03,1.190066059981318404e+03
2.925701124371158130e+03,2.854609924379083168e+03,1.748183388982505221e+03
2.461367564288442281e+03,2.929915609832128212e+03,2.263266576023373545e+03
1.936426948599445723e+03,2.933085097413043059e+03,2.722632716059660652e+03
1.363804687804518153e+03,2.864040155074407721e+03,3.114970727172593342e+03
7.576003865907232466e+02,2.724480722068227806e+03,3.430619902397862916e+03
1.327406785852660676e+02,2.517843098831882344e+03,3.661807848477397329e+03
-4.953883367188967668e+02,2.249215369277169884e+03,3.802841938252820910e+03
-1.111320000242725200e+03,1.925212130573398781e+03,3.850249547804025042e+03
-1.699888003327716206e+03,1.553811612095644705e+03,3.802863612613674832e+03
-2.246599909880141695e+03,1.144159195853660776e+03,3.661851387876522949e+03
-2.737994080806854981e+03,7.063421814904701250e+02,3.430685701625864112e+03
-3.161971201818901136e+03,2.511413489489561925e+02,3.115059410233413018e+03
-3.508092244277641839e+03,-2.102345563721353017e+02,2.722745167805397614e+03
-3.767835518974849947e+03,-6.664248713092267735e+02,2.263403969749790576e+03
-3.934806493209245218e+03,-1.106196792858430854e+03,1.748347192807520059e+03
-4.004895207385100093e+03,-1.518721993521571676e+03,1.190257998807686590e+03
-3.976377419573344923e+03,-1.893843260934803538e+03,6.028789689831238547e+02
-3.849956993464978041e+03,-2.222324595977428089e+03,6.736658519786941079e-01
-3.628748492554553195e+03,-2.496078612445192903e+03,-6.015295401710601482e+02
-3.318200415771698317e+03,-2.708365641591636631e+03,-1.188902607481076529e+03
-2.925960970756601455e+03,-2.853959642533207898e+03,-1.746982932642818014e+03
-2.461689694757235429e+03,-2.929276837416246963e+03,-2.262029444230156059e+03
-1.936819564978222843e+03,-2.932463908155591980e+03,-2.721360916415520478e+03
-1.364275457509674197e+03,-2.863443586922718168e+03,-3.113668176421062071e+03
-7.581558870241073009e+02,-2.723916520871590819e+03,-3.429292523115784206e+03
-1.333858619084278700e+02,-2.517319367216901355e+03,-3.660463505906935552e+03
4.946506004119791555e+02,-2.248740151310474175e+03,-3.801490212919709393e+03
1.110489253103153487e+03,-1.924792971543019803e+03,-3.848901361131466729e+03
1.698966371498412400e+03,-1.553455134948296063e+03,-3.801530740315555249e+03
2.245592104603414555e+03,-1.143870731879728964e+03,-3.660545906943911632e+03
2.736907235728795058e+03,-7.061254843053624199e+02,-3.429419420400624858e+03
3.160814568878951377e+03,-2.509984098154075696e+02,-3.113843328024240691e+03
3.506876781219716577e+03,2.103035852166485427e+02,-2.721589002653102852e+03
3.766573406832675573e+03,6.664216489032771733e+02,-2.262315782181079612e+03
3.933510622794029587e+03,1.106124669063470947e+03,-1.747333121800371146e+03
4.003578670657283965e+03,1.518585813274082739e+03,-1.189322114927615985e+03
3.975053035964722312e+03,1.893649113709313724e+03,-6.020232399719362775e+02
3.848636893730996235e+03,2.222079531734489137e+03,1.019776886612756145e-01
3.627443774601626046e+03,2.495790343991364807e+03,6.022270563823257135e+02
3.316920879109683938e+03,2.708042250420155597e+03,1.189525631978234742e+03
2.924714929541771198e+03,2.853609301318759663e+03,1.747536524167351217e+03
2.460483864531580366e+03,2.928907558210064963e+03,2.262519805028950941e+03
1.935659015376764955e+03,2.932083321516639899e+03,2.721795101894308573e+03
1.363163622454158258e+03,2.863058754353096901e+03,3.114053804969459179e+03
7.570946247148316388e+02,2.723533781245007958e+03,3.429637493795820774e+03
1.323755586356752190e+02,2.516944217477182974e+03,3.660775729597121881e+03
-4.956108869649275448e+02,2.248377162266924643e+03,3.801777361904151803e+03
-1.111401614607595093e+03,1.924445740556989676e+03,3.849170642892703199e+03
-1.699833838093782560e+03,1.553126277996267390e+03,3.801788702996020220e+03
-2.246418409191328919e+03,1.143561917118878910e+03,3.660798285567033872e+03
