vx,vy,vz
-3.502447281339567780e+03,-2.099146302092974850e+02,2.718336375741860593e+03
-3.761772635694412202e+03,-6.653686677160685576e+02,2.259737664198401035e+03
-3.928475470412346112e+03,-1.104430705249891844e+03,1.745513497646275255e+03
-3.998452535314444503e+03,-1.516289913695772839e+03,1.188326600864943657e+03
-3.969982450532409985e+03,-1.890805510702042511e+03,6.018973886864018823e+02
-3.843768019798329078e+03,-2.218756453448178036e+03,6.660712272915515486e-01
-3.622918845955590314e+03,-2.492068468249406578e+03,-6.005629459271681299e+02
-3.312874683765932332e+03,-2.704012829439281631e+03,-1.186985608463287235e+03
-2.921271423875581149e+03,-2.849371996691084405e+03,-1.744162730610833705e+03
-2.457753013263033154e+03,-2.924568036682545880e+03,-2.258375509310279540e+03
-1.933733947183037344e+03,-2.927750671572933697e+03,-2.716963284938456582e+03
-1.362118182752141593e+03,-2.858842790594494090e+03,-3.108635236671626444e+03
-7.569813954321660958e+02,-2.719542307698312925e+03,-3.423748342911018881e+03
-1.332244003448928424e+02,-2.513280322001218337e+03,-3.654544767899201361e+03
4.937937310680919722e+02,-2.245136612405392043e+03,-3.795342833942538618e+03
1.108633829565515043e+03,-1.921714546997686284e+03,-3.842676880395092212e+03
1.696156754936008383e+03,-1.550978485950525965e+03,-3.795382567500947061e+03
2.241896135382683951e+03,-1.142057679362958652e+03,-3.654625524931997916e+03
2.732414544618936816e+03,-7.050214860620963009e+02,-3.423872638403230667e+03
3.155634348273922114e+03,-2.506314457000662230e+02,-3.108806679210064885e+03
3.501135073526709220e+03,2.099236930589519829e+02,-2.717186376166476293e+03
3.760409979043569820e+03,6.653034650236594416e+02,-2.258655372960748991e+03
3.927075506131485326e+03,1.104294918497879735e+03,-1.744504773142677550e+03
3.997028452043934976e+03,1.516088707033423134e+03,-1.187395118569103033e+03
3.968546993725048651e+03,1.890545243882701016e+03,-6.010446468543110541e+02
3.842333073377079472e+03,2.218444364666204820e+03,1.084956536191720028e-01
3.621495101629396231e+03,2.491712349808885847e+03,6.012617670212564462e+02
3.311471404365048329e+03,2.703620716027467097e+03,1.187612713955337995e+03
2.919896298954758095e+03,2.848951881563654752e+03,1.744723451034500158e+03
2.456412098891693404e+03,2.924127626044578392e+03,2.258876159263119916e+03
1.932431677679927134e+03,2.927297182475923819e+03,2.717410849765286912e+03
1.360857440352285039e+03,2.858382793461012170e+03,3.109037075917373386e+03
7.557636242229576737e+02,2.719081611576170417e+03,3.424111919530977048e+03
1.320497527238701707e+02,2.512823899050445107e+03,3.654877408153308352e+03
-4.949262245140323557e+02,2.244688557883196154e+03,3.795651520253048602e+03
-1.109726073410691015e+03,1.921278071676377522e+03,3.842968078330178741e+03
-1.697211390664109558e+03,1.550555938967647080e+03,3.795662088358903020e+03
-2.242916336743743614e+03,1.141650600112340953e+03,3.654898426351724083e+03
-2.733403813253335102e+03,7.046306834087943116e+02,3.424143166191883665e+03
-3.156596318622332547e+03,2.502571009972740228e+02,3.109078252915287976e+03
-3.502073338060282367e+03,-2.102819057332215493e+02,2.717461618076540162e+03
-3.761327945051109964e+03,-6.656462518888203022e+02,2.258936174545349331e+03
-3.927976291968846454e+03,-1.104623246372696940e+03,1.744792384748975792e+03
-3.997914822357450248e+03,-1.516403706178637321e+03,1.187690239059945043e+03
-3.969421319766130182e+03,-1.890848143867998488e+03,6.013474854390234441e+02
-3.843197292490700875e+03,-2.218736458609520469e+03,2.017991382382405552e-01
-3.622350655522809575e+03,-2.491994962055451651e+03,-6.009447539852106956e+02
-3.312319165667920061e+03,-2.703895145175750713e+03,-1.187290174853028020e+03
-2.920736523320716060e+03,-2.849219315354375794e+03,-1.744396946074880134e+03
-2.457244438400964100e+03,-2.924389051493315037e+03,-2.258547470276712374e+03
-1.933255269905034766e+03,-2.927553321847628013e+03,-2.717081807033616769e+03
-1.361671065088223941e+03,-2.858634088785058793e+03,-3.108709399212971675e+03
-7.565659029222937306e+02,-2.719328267396134834e+03,-3.423787109526384029e+03
-1.328393548969460767e+02,-2.513065979411906483e+03,-3.654556713154733188e+03
4.941504076851110199e+02,-2.244926121139779298e+03,-3.795335988055411235e+03
1.108964824349366381e+03,-1.921511317394400976e+03,-3.842658685881498968e+03
1.696465154960316340e+03,-1.550785336680726004e+03,-3.795359925851825665e+03
2.242185316346066429e+03,-1.141876970888444930e+03,-3.654604900280841321e+03
2.732688154439731534e+03,-7.048552119739553063e+02,-3.423860180326552381e+03
3.155896368867969159e+03,-2.504812673312057427e+02,-3.108808328147533302e+03
3.501389933450682292e+03,2.100564728479268979e+02,-2.717207921651426204e+03
3.760662684295232339e+03,6.654179831993955077e+02,-2.258702444864754398e+03
3.927331756098956248e+03,1.104390874773126598e+03,-1.744582757711355953e+03
3.997294711450124851e+03,1.516166509519960300e+03,-1.187509002249053310e+03
3.968830498400682245e+03,1.890606156170885015e+03,-6.011988006731176029e+02
3.842641756522903961e+03,2.218490633233649987e+03,-8.942894121718222844e-02
3.621837436799905845e+03,2.491747293173747039e+03,6.010177111143860884e+02
3.311856170644952272e+03,2.703648761402828768e+03,1.187321564645360468e+03
2.920332281720820902e+03,2.848978540317524676e+03,1.744385867014283122e+03
2.456907745461955983e+03,2.924159405297045851e+03,2.258494585620763246e+03
1.932994730391948906e+03,2.927341435920191998e+03,2.716989611979330675e+03
1.361494570211879818e+03,2.858447519287672549e+03,3.108582394013380053e+03
7.564800862338701108e+02,2.719175208656440645e+03,3.423631840849036507e+03
1.328490802381076605e+02,2.512954894070726368e+03,3.654381662750490705e+03
-4.940424739274660055e+02,2.244865315932691828e+03,3.795151306868733627e+03
-1.108758512669335460e+03,1.921508501361918661e+03,3.842475790676771794e+03
-1.696162934119831789e+03,1.550847201071547488e+03,3.795190991512662549e+03
-2.241792264782980510e+03,1.142008827080675474e+03,3.654462291930524316e+03
-2.732211767999983749e+03,7.050607161778328873e+02,3.423755873873577912e+03
-3.155346227017509136e+03,2.507622504537655459e+02,3.108753366013189861e+03
-3.500777257635833848e+03,-2.097000632580366357e+02,2.717211943216396321e+03
-3.759999828487586910e+03,-6.649880326875130550e+02,2.258773320664111907e+03
-3.926631670921985915e+03,-1.103890956056814957e+03,1.744726344237754802e+03
-3.996570420439891222e+03,-1.515601659897994978e+03,1.187729022267407117e+03
-3.968094618939127031e+03,-1.889982600974494744e+03,6.014968431598730376e+02
-3.841906089880361378e+03,-2.217815479077076361e+03,4.650541750285640541e-01
-3.621112642626702836e+03,-2.491028213549156135e+03,-6.005667818440086876e+02
-3.311151532142138876e+03,-2.702893693994839850e+03,-1.186799198377504581e+03
-2.919655559589668428e+03,-2.848195410945542335e+03,-1.743797231513189899e+03
-2.456265112334710466e+03,-2.923355888245161168e+03,-2.257845846656445246e+03
-1.932390773375041135e+03,-2.926524755382047260e+03,-2.716287633291548900e+03
-1.360932347586811829e+03,-2.857624292355773832e+03,-3.107834452691487968e+03
-7.559612251274757000e+02,-2.718351327343755202e+03,-3.422845365779231543e+03
-1.323739045563812056e+02,-2.512135442456161854e+03,-3.653563999540280292e+03
4.944747926482479556e+02,-2.244054518752319382e+03,-3.794309510092903110e+03
1.109149785721736180e+03,-1.920709701712890364e+03,-3.841616443606424582e+03
1.696515769771470787e+03,-1.550062866785455981e+03,-3.794320054721170891e+03
2.242109868664184432e+03,-1.141240586713408447e+03,-3.653584984409119443e+03
2.732497734644405227e+03,-7.043094256858461222e+02,-3.422876592514252934e+03
3.155604331423180156e+03,-2.500280897264393616e+02,-3.107875649894404887e+03
3.501011259844387496e+03,2.104174687686963239e+02,-2.716338486807478148e+03
3.760213306481160544e+03,6.656894754978461606e+02,-2.257906033814195780e+03
3.926827895226248529e+03,1.104577511342558637e+03,-1.743866446541469941e+03
3.996752275226913298e+03,1.516274571044649974e+03,-1.186877146412785123e+03
3.968264557931269792e+03,1.890643202680135801e+03,-6.006531120857008545e+02
3.842066096723990086e+03,2.218465157988607189e+03,3.708942011247270965e-01
3.621264165681036502e+03,2.491668378429159475e+03,6.013958063497010471e+02
3.311295399022525544e+03,2.703525717229801103e+03,1.187622640856561247e+03
2.919791916318890344e+03,2.848820532461636958e+03,1.744616825395750993e+03
2.456393433578723943e+03,2.923975109683960454e+03,2.258663549357481770e+03
1.932509963368746412e+03,2.927138763092868430e+03,2.717105423295510263e+03
1.361040922624309133e+03,2.858233437722309191e+03,3.108654142000600132e+03
7.560575472983554164e+02,2.718955676323682383e+03,3.423668471802192471e+03
1.324564235599868880e+02,2.512734889173809734e+03,3.654391706063366655e+03
-4.944073365159094351e+02,2.244648943133977809e+03,3.795142727941145040e+03
-1.109098238682174497e+03,1.921299140790451929e+03,3.842455961177016434e+03
-1.696480549439766719e+03,1.550647665002629537e+03,3.795166750344963020e+03
-2.242091065611668910e+03,1.141821492882713073e+03,3.654440059741896221e+03
-2.732495319391724934e+03,7.048876124189225720e+02,3.423741780943690173e+03
-3.155618437451076716e+03,2.506050835809041644e+02,3.108753356854543199e+03
-3.501042500045180986e+03,-2.098399434852260299e+02,2.717231829540345188e+03
-3.760263074452844194e+03,-6.651097215288162943e+02,2.258818765095512845e+03
-3.926898605708589912e+03,-1.103994121313924552e+03,1.744802768658539662e+03
-3.996847511119867704e+03,-1.515686689599902365e+03,1.187841445282557970e+03
-3.968389114959944891e+03,-1.890050750281480532e+03,6.016496602348438500e+02
-3.842225944026469278e+03,-2.217868995968888612e+03,6.617806532352630278e-01
-3.621466349526876002e+03,-2.491070425436897040e+03,-6.003237805144668755e+02
-3.311547890249031298e+03,-2.702929041667875481e+03,-1.186508963697390755e+03
-2.920103370175052987e+03,-2.848229421644672129e+03,-1.743460432218857704e+03
-2.456772834596815301e+03,-2.923395085494835257e+03,-2.257464942153818356e+03
-1.932966157924220624e+03,-2.926576508780569839e+03,-2.715866965752875785e+03
-1.361582071017958242e+03,-2.857696615170855239e+03,-3.107380259917303192e+03
-7.566905465131388837e+02,-2.718452632951497890e+03,-3.422365713343337575e+03
-1.331863609034808178e+02,-2.512274272177262901e+03,-3.653068636285876892e+03
4.935776396004424669e+02,-2.244239253475890564e+03,-3.793809654847777438e+03
1.108168543693233232e+03,-1.920948268252438311e+03,-3.841124512891802169e+03
1.695453347058302825e+03,-1.550362447790527312e+03,-3.793849341169634954e+03
2.240971540071868276e+03,-1.141607340984493248e+03,-3.653149294336913499e+03
2.731291140085476854e+03,-7.047482247397138053e+02,-3.422489849554954617e+03
3.154339403502001460e+03,-2.505422770326148907e+02,-3.107551471139906880e+03
3.499700074928022786e+03,2.098262871083265964e+02,-2.716089739851479408e+03
3.758869853380761924e+03,6.650215961531336006e+02,-2.257744388317526500e+03
3.925467759047844993e+03,1.103835238812304169e+03,-1.743801942853844821e+03
3.995392243493543901e+03,1.515462243929016495e+03,-1.186917815055185656e+03
3.966922173171529266e+03,1.889767127262934764e+03,-6.008046859079134947e+02
3.840759198522167935e+03,2.217533453284824645e+03,1.051441882804291378e-01
3.620010464848396168e+03,2.490690766038007041e+03,6.010151245327851939e+02
3.310112090783433814e+03,2.702513300558218361e+03,1.187128790844748664e+03
2.918695299291694482e+03,2.847785581534853463e+03,1.744014097209447073e+03
2.455398498818762619e+03,2.922930831679484072e+03,2.257958771128002354e+03
1.931629943508253291e+03,2.926099028570978135e+03,2.716307941067696447e+03
1.360286818473337235e+03,2.857212442867900791e+03,3.107775723070829372e+03
7.554376689072443014e+02,2.717967538250797134e+03,3.422723095126823409e+03
1.319759937332729862e+02,2.511793188185269628e+03,3.653395219015193106e+03
-4.947464664476560756e+02,2.243766240227360413e+03,3.794112368717294885e+03
-1.109297718780220976e+03,1.920486508269980732e+03,3.841409767228766668e+03
-1.696545480264666594e+03,1.549914271313368772e+03,3.794122891554924081e+03
-2.242029760531825559e+03,1.141174279217040748e+03,3.653416147486861973e+03
-2.732318895516318662e+03,7.043310892382588690e+02,3.422754208614807794e+03
-3.155340269443983289e+03,2.501412617337752238e+02,3.107816723523249948e+03
-3.500677584349669814e+03,-2.102114876534633936e+02,2.716358487025359864e+03
-3.759827357317905353e+03,-6.653916625146657680e+02,2.258018511509105792e+03
-3.926408325648697883e+03,-1.104191109980667761e+03,1.744082690671492401e+03
-3.996318594670730818e+03,-1.515805022858734219e+03,1.187205890312876818e+03
-3.967836645026443875e+03,-1.890098018423531812e+03,6.011003050244200949e+02
-3.841663700435233295e+03,-2.217853727192930819e+03,1.977665841566580984e-01
-3.620906417870866790e+03,-2.491001726502548081e+03,-6.007056471515398925e+02
-3.311000354860801053e+03,-2.702816227834665824e+03,-1.186813922503254844e+03
-2.919576125550462621e+03,-2.848081648203243731e+03,-1.743695379295620342e+03
-2.456271542014091210e+03,-2.923221013926730848e+03,-2.257637966913117452e+03
-1.932494349135030461e+03,-2.926384042809620951e+03,-2.715986865193619906e+03
-1.361141376977310983e+03,-2.857492730194865089e+03,-3.107456084687750717e+03
-7.562810124712526658e+02,-2.718243306490935993e+03,-3.422406390536433719e+03
-1.328068002594399957e+02,-2.512064507720270285e+03,-3.653082698760403673e+03
4.939293016479455787e+02,-2.244033177406074174e+03,-3.793805089009721087e+03
1.108494979518673972e+03,-1.920749270924700568e+03,-3.841108718617732848e+03
1.695757619582404004e+03,-1.550173336329217136e+03,-3.793829181713214894e+03
2.241256993812586188e+03,-1.141430473261587167e+03,-3.653131202943588050e+03
2.731561387903534978e+03,-7.045856004665846513e+02,-3.422479954621016077e+03
3.154598391946722586e+03,-2.503955713635776874e+02,-3.107555703208702198e+03
3.499952200512771469e+03,2.099557514947255754e+02,-2.716113890433218330e+03
3.759120096791830292e+03,6.651329326650732128e+02,-2.257794100700731633e+03
3.925721803929677662e+03,1.103928122481156834e+03,-1.743882626671740127e+03
3.995656550433621760e+03,1.515537059815650991e+03,-1.187034487749736854e+03
3.967203986503218403e+03,1.889825120201245682e+03,-6.009617540049239324e+02
3.841066472507338403e+03,2.217576857637982357e+03,-9.585635906328210387e-02
3.620351705434194628e+03,2.490722896676677010e+03,6.007677974747942926e+02
3.310496118452138489e+03,2.702538590640026086e+03,1.186834148250709404e+03
2.919130946565414433e+03,2.847809558256098626e+03,1.743672780685184534e+03
2.455894261945266408e+03,2.922960027263014581e+03,2.257573221041398483e+03
1.932193611232087505e+03,2.926140829594139632e+03,2.715882492034226289e+03
1.360925101407626698e+03,2.857274885915942377e+03,3.107316618407060105e+03
7.561558510581215842e+02,2.718059063254297598e+03,3.422238418644820285e+03
1.327776238963065225e+02,2.511922362409620291e+03,3.652894748266091938e+03
-4.938598306021516464e+02,2.243941465746034737e+03,3.793607357829193461e+03
-1.108326705853085741e+03,1.920715724324277062e+03,3.840912669447909593e+03
-1.695493035142269264e+03,1.550204660879165203e+03,3.793647031691534266e+03
-2.240901206856877252e+03,1.141531987267431759e+03,3.652975353410443404e+03
-2.731121928341665807e+03,7.047609593304191549e+02,3.422362409772302726e+03
-3.154084874797695647e+03,2.506465981723372067e+02,3.107487524525633489e+03
-3.499375881462198322e+03,-2.096291228000997648e+02,2.716104726536675116e+03
-3.758493360104690510e+03,-6.647326054067987116e+02,2.257851821695596755e+03
-3.925057624313240922e+03,-1.103457689425508306e+03,1.744013079834897326e+03
-3.994967967591685010e+03,-1.515001578565456157e+03,1.187241379391405872e+03
-3.966503625043050306e+03,-1.889230834651489431e+03,6.012466515132201721e+02
-3.840366131747195595e+03,-2.216930889426213071e+03,4.582957871279606521e-01
-3.619662034472907635e+03,-2.490032929312350461e+03,-6.003301190009241282e+02
-3.309826382720085348e+03,-2.701812565836437443e+03,-1.186325119203106624e+03
-2.918488883841213465e+03,-2.847055399461497473e+03,-1.743097585123361114e+03
-2.455286019382204813e+03,-2.922185400224807836e+03,-2.256938033995362275e+03
-1.931623750770460902e+03,-2.925352944651328471e+03,-2.715194178256392661e+03
-1.360396659351195240e+03,-2.856480342406409818e+03,-3.106582447387929278e+03
-7.556704383112511323e+02,-2.717263733346272602e+03,-3.421465803552942816e+03
-1.323355558871965911e+02,-2.511131310294630566e+03,-3.652091012219696950e+03
4.942593818793476430e+02,-2.243158898242857504e+03,-3.792779528130576637e+03
1.108685542027629936e+03,-1.919944970370527471e+03,-3.840067299760237347e+03
1.695813746279525049e+03,-1.549448179224480100e+03,-3.792790053201646970e+03
2.241186973327602573e+03,-1.140791403204905691e+03,-3.652111958339817647e+03
2.731376314459877449e+03,-7.040371314389795998e+02,-3.421496972775836184e+03
3.154311622789885860e+03,-2.499397142862446799e+02,-3.106623568217860793e+03
3.499578718466857026e+03,2.103194250772718306e+02,-2.715244935119857018e+03
3.758675833181782309e+03,6.654071037275958815e+02,-2.256998100534758123e+03
3.925222976589398968e+03,1.104117443059683637e+03,-1.743166648655263771e+03
3.995119060127894045e+03,1.515647815489302502e+03,-1.186402873980212462e+03
3.966642892722669330e+03,1.889864875658415940e+03,-6.004161993511985429e+02
3.840495543237863330e+03,2.217554108929703034e+03,3.644598296480358601e-01
3.619783026882228569e+03,2.490646725135542056e+03,6.011460302355745853e+02
3.309939776394092860e+03,2.702418300619441197e+03,1.187135519575293301e+03
2.918594821568623502e+03,2.847654305012485565e+03,1.743904198686492464e+03
2.455383976095162780e+03,2.922778472243242049e+03,2.257742809021120138e+03
1.931712633451383226e+03,2.925940866014216681e+03,2.715999085641011789e+03
1.360474988275229407e+03,2.857063463426752151e+03,3.107389294080443051e+03
7.557365795314765364e+02,2.717842120959801377e+03,3.422276104996333288e+03
1.323879619335597226e+02,2.511704861094192893e+03,3.652905953451579080e+03
-4.942219698717348706e+02,2.243727495476687636e+03,3.793600024232341184e+03
-1.108663972003512072e+03,1.920508654614455509e+03,3.840894145937282246e+03
-1.695808440392836246e+03,1.550007298154029741e+03,3.793624136563325919e+03
-2.241198029504278111e+03,1.141346708165358905e+03,3.652954490710401842e+03
-2.731403713185516153e+03,7.045897966633125407e+02,3.422349698604769401e+03
-3.154355509836460897e+03,2.504912669999256991e+02,3.107488904585740329e+03
-3.499639721060425472e+03,-2.097672607591520091e+02,2.716126011392763303e+03
-3.758755361150587760e+03,-6.648526314307523535e+02,2.257898682221231411e+03
-3.925323462865265356e+03,-1.103559256829446213e+03,1.744090951668251591e+03
-3.995244108128404150e+03,-1.515085061954782077e+03,1.187355299027229421e+03
-3.966797321575839305e+03,-1.889297478331213597e+03,6.014010346520328767e+02
-3.840685348701644216e+03,-2.216982934396593919e+03,6.566783235384324735e-01
-3.620015284469507151e+03,-2.490073700892112356e+03,-6.000853528995174884e+02
-3.310222487238076610e+03,-2.701846508220459782e+03,-1.186032996204007077e+03
-2.918936670380537180e+03,-2.847088048949100539e+03,-1.742758764836238015e+03
-2.455793974383951536e+03,-2.922223294710219307e+03,-2.256554973788076040e+03
-1.932199650720898944e+03,-2.925403472603657065e+03,-2.714771226197767191e+03
-1.361047203014128172e+03,-2.856551539233773383e+03,-3.106125855290605159e+03
-7.564009011122099082e+02,-2.717364036305756144e+03,-3.420983658650018697e+03
-1.331494837169427115e+02,-2.511269284630913717e+03,-3.651593091546681080e+03
4.933604269423678375e+02,-2.243342947119396740e+03,-3.792277083633121038e+03
1.107702176284762118e+03,-1.920183039699071514e+03,-3.839572784038518421e+03
1.694748895219934866e+03,-1.549747466363998001e+03,-3.792316795842088140e+03
2.240045936624327169e+03,-1.141158076486382015e+03,-3.651673801490345340e+03
2.730166763139171053e+03,-7.044760664224417042e+02,-3.421107873080165064e+03
3.153043525114977456e+03,-2.504542531634353963e+02,-3.106297171732759580e+03
3.498264189228037594e+03,2.097276822121411044e+02,-2.714994133702639829e+03
3.757328900786041686e+03,6.647384633876031330e+02,-2.256834583372679390e+03
3.923859265680373937e+03,1.103374222370215648e+03,-1.743100471398929812e+03
3.993755397033868121e+03,1.514834367512011568e+03,-1.186442079064519021e+03
3.965296857886282396e+03,1.888987522477701987e+03,-6.005665287595800237e+02
3.839185013239766249e+03,2.216620986928737693e+03,9.972909897385860700e-02
3.618525748045113687e+03,2.489667575461167417e+03,6.007661411365941149e+02
3.308752976764007144e+03,2.701404248550935790e+03,1.186642240101391053e+03
2.917494828692983447e+03,2.846617644159501197e+03,1.743301829181300263e+03
2.454385805305186750e+03,2.921732434123985968e+03,2.257038193103760022e+03
1.930829536658185134e+03,2.924899345353162516e+03,2.715201588906418237e+03
1.359717980501906823e+03,2.856040679628768430e+03,3.106510706346026836e+03
7.551139800338895611e+02,2.716852212772474559e+03,3.421330429696587544e+03
1.319049979031222222e+02,2.510761428355589942e+03,3.651909063463113853e+03
-4.945634473002901927e+02,2.242843116178013588e+03,3.792569183412276288e+03
-1.108865617306165632e+03,1.919694415164295151e+03,3.839847416716694170e+03
-1.695875362326456752e+03,1.549272377935639724e+03,3.792579712330292296e+03
-2.241138552825877923e+03,1.140698055977693457e+03,3.651930004114441999e+03
-2.731228968887141036e+03,7.040319271972826982e+02,3.421361561404165514e+03
-3.154078888126211041e+03,2.500261920563344233e+02,3.106551730742040036e+03
-3.499276234677926368e+03,-2.101399668977107069e+02,2.715252163743751680e+03
-3.758320972427712604e+03,-6.651356479215107811e+02,2.257097965815966745e+03
-3.924834425264493802e+03,-1.103757241227549230e+03,1.743370456085423939e+03
-3.994716361153722119e+03,-1.515204319213823737e+03,1.186719370851822532e+03
-3.966245958468268327e+03,-1.889345607363121871e+03,6.008513466461960206e+02
-3.840124156594304168e+03,-2.216968471822187439e+03,1.923655636771073874e-01
-3.619456353160936942e+03,-2.490005761004570104e+03,-6.004674917805037921e+02
-3.309675902367780964e+03,-2.701734412434104797e+03,-1.186338208907473927e+03
-2.918410325274776369e+03,-2.846940957044364495e+03,-1.742993955211784851e+03
-2.455293527247824841e+03,-2.922049870890354214e+03,-2.256728237991414971e+03
-1.931728629042802140e+03,-2.925211621611995270e+03,-2.714891366449239285e+03
-1.360607233074082615e+03,-2.856348236016094233e+03,-3.106201925609129830e+03
-7.559920238647863471e+02,-2.717155256838841069e+03,-3.421024587532894202e+03
-1.327705093296825112e+02,-2.511060030254197045e+03,-3.651607411428390606e+03
4.937115749083847049e+02,-2.243137342003302365e+03,-3.792272779018037454e+03
1.108028169967319172e+03,-1.919984472444396488e+03,-3.839557251967073171e+03
1.695052795415507262e+03,-1.549558743235990505e+03,-3.792296896439658212e+03
2.240331084079351967e+03,-1.140981555692409074e+03,-3.651655965239227953e+03
2.730436765777483743e+03,-7.043137493162549845e+02,-3.421098226564704419e+03
3.153302323988607895e+03,-2.503078177818568122e+02,-3.106301645059427301e+03
3.498516175484646283e+03,2.098569093152330822e+02,-2.715018519547631058e+03
3.757579050511072182e+03,6.648495911245499883e+02,-2.256884527784061447e+03
3.924113259231681241e+03,1.103466921114933029e+03,-1.743181388149585700e+03
3.994019693389402164e+03,1.514909017987281686e+03,-1.186558990709634372e+03
3.965578701626170187e+03,1.889045365953325017e+03,-6.007238473847855857e+02
3.839492360693102000e+03,2.216664255357053207e+03,-1.015389609313958469e-01
3.618867108821483725e+03,2.489699582728938367e+03,6.005185249339506299e+02
3.309137176221885056e+03,2.701429428406472653e+03,1.186347283394054102e+03
2.917930704945860271e+03,2.846641525979416201e+03,1.742960172003374510e+03
2.454881860356315883e+03,2.921761553794432530e+03,2.256652276333386453e+03
1.931393564622409485e+03,2.924941094392353534e+03,2.714775749919741429e+03
1.360356696468037853e+03,2.856103100565165732e+03,3.106051193498150042e+03
7.558326711781131735e+02,2.716943752178896375e+03,3.420845334017797995e+03
1.327072145542171597e+02,2.510890660528907574e+03,3.651408171723902797e+03
-4.936761478007362598e+02,2.243018450331537224e+03,3.792063760735184132e+03
-1.107893865917163112e+03,1.919923797528567320e+03,3.839349928874063608e+03
-1.694822108448280005e+03,1.549562998099711876e+03,3.792103497961264566e+03
-2.240009126884178386e+03,1.141056064928499836e+03,3.651488905983446784e+03
-2.730031075119331490e+03,7.044621736816383191e+02,3.420969524696789904e+03
-3.152822524273889940e+03,2.505319844866879748e+02,3.106222376374999385e+03
-3.497973534356007804e+03,-2.095570637131172020e+02,2.714998346948187191e+03
-3.756985966706635736e+03,-6.644759690995762185e+02,2.256931335180305723e+03
-3.923482724319198496e+03,-1.103023116575280937e+03,1.743301035706880839e+03
-3.993364766089706336e+03,-1.514400091853293361e+03,1.186755196231447599e+03
-3.964912027409724033e+03,-1.888477567746028399e+03,6.009981878882398405e+02
-3.838825761166469420e+03,-2.216044714726814163e+03,4.535577820750559264e-01
-3.618211256277945722e+03,-2.489035993594730826e+03,-6.000911261964811274e+02
-3.308501359546590265e+03,-2.700729745202186223e+03,-1.185848391980580118e+03
-2.917322684877031406e+03,-2.845913686997238983e+03,-1.742394974355626800e+03
-2.454307805640352399e+03,-2.921013241411151739e+03,-2.256026953725742715e+03
-1.930858056489470300e+03,-2.924179536889881547e+03,-2.714097177313091834e+03
-1.359862787248529912e+03,-2.855334915886355702e+03,-3.105326654411192521e+03
-7.553819836477093759e+02,-2.716174830993771593e+03,-3.420082259090658226e+03
-1.323000711230969557e+02,-2.510126084537179850e+03,-3.650613904290678875e+03
4.940405735157839331e+02,-2.242262441971089629e+03,-3.791245350121518641e+03
1.108217379402243523e+03,-1.919179698605540580e+03,-3.838513951386069948e+03
1.695107308806838546e+03,-1.548833276797687176e+03,-3.791255906763908115e+03
2.240259207989255174e+03,-1.140342352095399292e+03,-3.650634913323833189e+03
2.730249618141440351e+03,-7.037653294773982680e+02,-3.420113522199345425e+03
3.153013290280193360e+03,-2.498521946272574326e+02,-3.105367899793554898e+03
3.498140269819018613e+03,2.102201667794445257e+02,-2.714148089495452041e+03
3.757132237134933348e+03,6.651231702440885556e+02,-2.256087207370177566e+03
3.923611789337391201e+03,1.103655483182692024e+03,-1.742464259380259136e+03
3.993479500786925200e+03,1.515018859794861783e+03,-1.185926407481581464e+03
3.965014878273163049e+03,1.889084064789184595e+03,-6.001775137840451180e+02
3.838918706348976229e+03,2.216640321362138820e+03,3.593592817020857533e-01
3.618295740145515538e+03,2.489622113335271933e+03,6.008971406318742083e+02
3.308578206808226241e+03,2.701307746199988742e+03,1.186648841796494025e+03
2.917392039123897121e+03,2.846484805940455772e+03,1.743191590230806241e+03
2.454369138952397407e+03,2.921578477496319010e+03,2.256821691647076022e+03
1.930910269885884645e+03,2.924739574481217005e+03,2.714892015572381297e+03
1.359904392982412446e+03,2.855890104506562693e+03,3.106123405718954018e+03
7.554113390284219349e+02,2.716725234624314453e+03,3.420882442031037954e+03
1.323156206264937396e+02,2.510671595127894761e+03,3.651418703911759167e+03
-4.940400948437319926e+02,2.242802937150209345e+03,3.792055678348040601e+03
-1.108232822668623612e+03,1.919715213186237634e+03,3.839330597518118338e+03
-1.695139095846883492e+03,1.549364153345820569e+03,3.792079749970332614e+03
-2.240307432823456111e+03,1.140869338148723955e+03,3.651467156335330401e+03
-2.730314254058987899e+03,7.042895971522400487e+02,3.420955900058202133e+03
-3.153094473155431842e+03,2.503752708258150221e+02,3.106222820523636074e+03
-3.498238615012714035e+03,-2.096965566795949769e+02,2.715018674081383779e+03
-3.757249141331884857e+03,-6.645973274575974301e+02,2.256977213554283935e+03
-3.923749671505872811e+03,-1.103125998766098064e+03,1.743377895465782785e+03
-3.993641949626218775e+03,-1.514484877288974076e+03,1.186868066062056869e+03
-3.965206697117053864e+03,-1.888545504573542757e+03,6.011514740992421366e+02
-3.839145873756014680e+03,-2.216098046220507058e+03,6.507861761536863909e-01
-3.618565313384186993e+03,-2.489078045265635410e+03,-5.998475812545490271e+02
-3.308898168957029156e+03,-2.700764959005025503e+03,-1.185557565654938116e+03
-2.917771058563545921e+03,-2.845947594414294599e+03,-1.742057532478399025e+03
-2.454816213815241099e+03,-2.921052373073769559e+03,-2.255645356824723422e+03
-1.931434260034061481e+03,-2.924231271971048955e+03,-2.713675773027398463e+03
-1.360513471327559500e+03,-2.855407279177826695e+03,-3.104871690406058406e+03
