nx,ny,nz
-6.303679317280882488e-01,-2.031589946419815329e-01,-7.492414120594989013e-01
-5.621624527588673370e-01,-1.937943958787561871e-01,-8.040006895731631742e-01
-4.905974774852396858e-01,-1.712373556091716098e-01,-8.543956244791388599e-01
-4.179500302114962929e-01,-1.317344871425692454e-01,-8.988680643695678985e-01
-3.482065898624513434e-01,-6.854422994980502448e-02,-9.349084764387105562e-01
-2.892482458843354531e-01,3.254239894131825267e-02,-9.567008124403256764e-01
-2.598823139215145073e-01,2.067850361462073849e-01,-9.432397000427893419e-01
-3.113748196721389805e-01,5.410505721262459655e-01,-7.812233995957909016e-01
-4.535098281630765005e-01,8.898307066225492612e-01,-5.030058957021653343e-02
-4.562347313828863937e-01,6.552285027004866036e-01,6.021008878326487013e-01
-4.641280501874497366e-01,4.118533344253486050e-01,7.841951185463463814e-01
-5.004225000970489168e-01,2.481920060838674058e-01,8.294444221963787056e-01
-5.460508812435248549e-01,1.224719404910462051e-01,8.287515061135801719e-01
-5.916185743328264968e-01,1.554038103284543192e-02,8.060682099312364013e-01
-6.326545099802665106e-01,-8.055866289583767104e-02,7.702328043092319110e-01
-6.669125823697034106e-01,-1.692675747847756651e-01,7.256556315522220135e-01
-6.933090568610135174e-01,-2.521052645798642633e-01,6.751040566058010839e-01
-7.114507591092558147e-01,-3.297425962251945841e-01,6.205704130858414880e-01
-7.213805273445385025e-01,-4.024873980492021386e-01,5.635725589307013506e-01
-7.234106138634474048e-01,-4.705117023290555922e-01,5.052680691683618663e-01
-7.179991251022218579e-01,-5.339538367848608580e-01,4.465093017342082193e-01
-7.056549001253229481e-01,-5.929553596262469028e-01,3.878854256344633211e-01
-6.868664887569234656e-01,-6.476637380221205165e-01,3.297667494972000291e-01
-6.620532706137525203e-01,-6.982183000970253461e-01,2.723539466930001707e-01
-6.315364182551994610e-01,-7.447297037811132503e-01,2.157299717783530968e-01
-5.955267371235287710e-01,-7.872586611693048742e-01,1.599115561331229673e-01
-5.541263297263284704e-01,-8.257968451421182632e-01,1.048979564021749744e-01
-5.073416096518204021e-01,-8.602513599332674010e-01,5.071576528914866627e-02
-4.551061199768849930e-01,-8.904335823955270568e-01,-2.540649888002807430e-03
-3.973124892727698532e-01,-9.160532759750600329e-01,-5.467340709372101731e-02
-3.338533397954900894e-01,-9.367193452393851594e-01,-1.053509172323363607e-01
-2.646707956707146647e-01,-9.519491394562261677e-01,-1.540850602997619057e-01
-1.898132731628545955e-01,-9.611885331397177490e-01,-2.002186931630544620e-01
-1.094964530918192402e-01,-9.638448046381682399e-01,-2.429273951869623804e-01
-2.416291919183813364e-02,-9.593333159486588935e-01,-2.812396526933555463e-01
6.546763221367282726e-02,-9.471369844654647929e-01,-3.140788464542005332e-01
1.583676441834780679e-01,-9.268745872475593339e-01,-3.403280605393002589e-01
2.532006983609365047e-01,-8.983705008105857814e-01,-3.589148222390254883e-01
3.483581314529145545e-01,-8.617154699746031321e-01,-3.689079303255523579e-01
4.420356368850099638e-01,-8.173066616395314732e-01,-3.696137396841573941e-01
5.323443014892983438e-01,-7.658567384645729170e-01,-3.606563472618746768e-01
6.174421394775317928e-01,-7.083664050665298140e-01,-3.420266664611533725e-01
6.956660743682930859e-01,-6.460620337569809024e-01,-3.140900531866654966e-01
7.656429141796313731e-01,-5.803075673504513032e-01,-2.775500950140769030e-01
8.263620346406047590e-01,-5.125054572256872998e-01,-2.333751143942495165e-01
8.772009804154001777e-01,-4.440031027797314844e-01,-1.827010801288046493e-01
9.179051730518569263e-01,-3.760187860456238873e-01,-1.267279204651275970e-01
9.485312928554376910e-01,-3.095956534096111490e-01,-6.662520441895829204e-02
9.693686547796968034e-01,-2.455859266348518755e-01,-3.458868240054615000e-03
9.808536369256699583e-01,-1.846621235281152296e-01,6.185501648026060090e-02
9.834899011200971541e-01,-1.273487165991146197e-01,1.285687317170856603e-01
9.777833129198401085e-01,-7.406649781163025803e-02,1.960967793652455271e-01
9.641965325292973787e-01,-2.518243731980204445e-02,2.639903246505704293e-01
9.431250802192530092e-01,1.894070580864580175e-02,3.318980758077667015e-01
9.148945621828082908e-01,5.789894153835219853e-02,3.995192769530228061e-01
8.797775393444531300e-01,9.120779732903899761e-02,4.665539829123788174e-01
8.380279406365596095e-01,1.182692022166855067e-01,5.326552041606986698e-01
7.899307877750094686e-01,1.383417359424901905e-01,5.973867379023167778e-01
7.358654982079885221e-01,1.505072692213813845e-01,6.601890111616760537e-01
6.763829740766538201e-01,1.536198169263549296e-01,7.203520141061131588e-01
6.123019202453033882e-01,1.462090666752219603e-01,7.769873018820027122e-01
5.448424507019914431e-01,1.262839279996382513e-01,8.289747121848954903e-01
4.758451700259778150e-01,9.092076352215755497e-02,8.748170031060761298e-01
4.082000747864018564e-01,3.537296768780676115e-02,9.122069129870334914e-01
3.468190813560128039e-01,-4.894134734989073754e-02,9.366542955258084779e-01
3.010904630074439647e-01,-1.791140167973514774e-01,9.366230309322322034e-01
2.910696632163826125e-01,-3.896517719640938959e-01,8.737562290252032238e-01
3.521900271346336542e-01,-7.113365521918844081e-01,6.082454227552134274e-01
4.473566996394668371e-01,-8.936838220931465626e-01,-3.465846818122698958e-02
4.694585617150863199e-01,-6.976823987508872227e-01,-5.411542564792505283e-01
4.873967461823185965e-01,-4.736459349765097526e-01,-7.335556830201209744e-01
5.213592695426496615e-01,-3.054168428558881043e-01,-7.968093022561272276e-01
5.625177174952650239e-01,-1.729543079855909438e-01,-8.084928106378822532e-01
6.041164482379220990e-01,-6.077754068363146883e-02,-7.945749854587971228e-01
6.423180741224226997e-01,3.903130262929819377e-02,-7.654436942523742404e-01
6.749633860135245689e-01,1.304119922241983864e-01,-7.262349067796682878e-01
7.008617010473946474e-01,2.153418275056782627e-01,-6.800152743368836905e-01
7.194275869802629897e-01,2.948203115824192810e-01,-6.288918277177731886e-01
7.304764373036213287e-01,3.693612419737475339e-01,-5.744357644435270638e-01
7.340905490304514558e-01,4.392465633717917428e-01,-5.178547309721529546e-01
7.305184918311846687e-01,5.046569933716970047e-01,-4.600696166165840761e-01
7.200937532940636654e-01,5.657343257881924936e-01,-4.017582097379559514e-01
7.031686931519055550e-01,6.226042003573373229e-01,-3.433916112377266572e-01
6.800635029915692575e-01,6.753761069882894263e-01,-2.852731077549695016e-01
6.510304687737782370e-01,7.241311736012552291e-01,-2.275815725120629296e-01
6.162332814763473721e-01,7.689045363800017796e-01,-1.704181819382764307e-01
5.757405435564371121e-01,8.096666099072844514e-01,-1.138543249357853310e-01
5.295324510092516146e-01,8.463060003554739863e-01,-5.797876413356049807e-02
4.775198878963557991e-01,8.786160130669878887e-01,-2.942489714913340722e-03
4.195755650932215808e-01,9.062865552642300759e-01,5.100024435235077369e-02
3.555769742110708731e-01,9.289035072380067426e-01,1.034567042381968338e-01
2.854604455446760891e-01,9.459580289046449764e-01,1.538692353275133429e-01
2.092842411879342335e-01,9.568684249227430438e-01,2.015016718944520890e-01
1.272963411784219789e-01,9.610167228269210771e-01,2.454434761194349834e-01
3.999966036778072193e-02,9.578006871292351621e-01,2.846363836638370337e-01
-5.179545509678350201e-02,9.466994328800162339e-01,3.179267441030598773e-01
-1.469433953437125351e-01,9.273472950698282702e-01,3.441433319004369995e-01
-2.439714984959323874e-01,8.996068254247896467e-01,3.621953444907614061e-01
-3.411317825088762690e-01,8.636288905935003424e-01,3.711795337765222413e-01
-4.364963266095943095e-01,8.198872340931170344e-01,3.704806070868874590e-01
-5.280869477595039330e-01,7.691776036082158541e-01,3.598471754975622328e-01
-6.140208557619609708e-01,7.125776859182618717e-01,3.394280928572711020e-01
-6.926487202986605363e-01,6.513722651360152049e-01,3.097610732164460812e-01
-7.626623046908131975e-01,5.869557381230366966e-01,2.717152378651932487e-01
-8.231556092337227737e-01,5.207287898635071244e-01,2.263986978636278180e-01
-8.736340352582344648e-01,4.540061816951281859e-01,1.750484487821138413e-01
-9.139768464327352460e-01,3.879485553981043555e-01,1.189211610664659691e-01
-9.443659702504966225e-01,3.235247186050621560e-01,5.920025915782457099e-02
-9.651974106127305664e-01,2.615043526208264968e-01,-3.071173528499011440e-03
-9.769905646366353613e-01,2.024762449814139498e-01,-6.702840315280360339e-02
-9.803071014838666830e-01,1.468847186309955588e-01,-1.319957052823806654e-01
-9.756865754484180808e-01,9.507668545887977551e-02,-1.974743790264738563e-01
-9.636019903615532511e-01,4.735294391759979626e-02,-2.631138591438879071e-01
-9.444357991582646994e-01,4.019159186909451037e-03,-3.286713672161301059e-01
-9.184754027251713637e-01,-3.456617758774450933e-02,-3.939646100296406162e-01
-8.859268294337222516e-01,-6.794784955207922028e-02,-4.588210355146769559e-01
-8.469455301874874165e-01,-9.553350989481641797e-02,-5.230264021850263845e-01
-8.016838036443307836e-01,-1.165541638507754107e-01,-5.862748552201474395e-01
-7.503552547701891617e-01,-1.300194858174094081e-01,-6.481218442133708235e-01
-6.933184457413731350e-01,-1.346553755934163932e-01,-7.079388833921772539e-01
-6.311861540745873356e-01,-1.287981695391647863e-01,-7.648627788223791857e-01
-5.649773382801643873e-01,-1.101931001785899783e-01,-8.177151630628429757e-01
-4.963556431369295918e-01,-7.558603398142489660e-02,-8.648224251215297365e-01
-4.280666998689376945e-01,-1.986230921702200267e-02,-9.035288535159705647e-01
-3.648693252834034340e-01,6.582916287343071327e-02,-9.287286453978995659e-01
-3.157428561275852363e-01,1.981111513517835043e-01,-9.279323361724528541e-01
-2.989644192387364563e-01,4.074006490083362797e-01,-8.629281471923554436e-01
-3.447806179344946043e-01,7.122327690700528402e-01,-6.114334045172152843e-01
-4.319997799780883052e-01,9.012434413105441244e-01,-3.371126805106874208e-02
-4.720408309735082963e-01,7.458957506675224503e-01,4.699116757753236673e-01
-5.011483482833263281e-01,5.261320554264494742e-01,6.870483194547770678e-01
-5.409603979783799144e-01,3.505330121427108758e-01,7.645184466167123105e-01
-5.859050782404326974e-01,2.098852743880535721e-01,7.827281845488405221e-01
-6.300185324927087827e-01,9.051644378197554186e-02,7.712868611099231719e-01
-6.696407938267084914e-01,-1.532085138930401255e-02,7.425270895771026725e-01
-7.027045736098428419e-01,-1.116268970540039152e-01,7.026704192449713116e-01
-7.281455171912641910e-01,-2.004572616066762625e-01,6.554547978796239072e-01
-7.455530938687950915e-01,-2.828941729089222146e-01,6.034247850037686156e-01
-7.549496481646414958e-01,-3.595484170174883531e-01,5.484304555331535047e-01
-7.566324244306533719e-01,-4.308165207119444839e-01,4.918378795719647312e-01
-7.510512402390598918e-01,-4.970068574223343028e-01,4.346334296974240785e-01
-7.387124938131629515e-01,-5.583934883844055008e-01,3.774924682880870241e-01
-7.201068243910633271e-01,-6.152304797059613417e-01,3.208389289132337341e-01
-6.956589092537682761e-01,-6.677460216886825783e-01,2.649036286931434336e-01
-6.656970729715780966e-01,-7.161278315151019536e-01,2.097816387736332333e-01
-6.304395253592435244e-01,-7.605062956953947406e-01,1.554869096499140457e-01
-5.899939106855551785e-01,-8.009386061473721119e-01,1.020026202441386420e-01
-5.443674673551532894e-01,-8.373953307646490041e-01,4.932667127326031964e-02
-4.934861312860956417e-01,-8.697501080320583222e-01,-2.487530201925823668e-03
-4.372219647659659758e-01,-8.977731493366333249e-01,-5.329470758313147039e-02
-3.754290194560145899e-01,-9.211296722782597035e-01,-1.028259607241350931e-01
-3.079878998020202374e-01,-9.393850026058052638e-01,-1.506627706330662675e-01
-2.348587101213502060e-01,-9.520186105682996169e-01,-1.962191412980393013e-01
-1.561406536531020073e-01,-9.584495166540571987e-01,-2.387354609235630143e-01
-7.213435103482582211e-02,-9.580750219651988919e-01,-2.772884557408912820e-01
1.659976953720379567e-02,-9.503233287713509503e-01,-3.108215218485527176e-01
1.091962896107675635e-01,-9.347181895575852328e-01,-3.381982797789362394e-01
2.044637155213973323e-01,-9.109504227372271501e-01,-3.582791039818707945e-01
3.008978410335332310e-01,-8.789475679358688121e-01,-3.700157592332788958e-01
3.967362894009091590e-01,-8.389302065142840714e-01,-3.725539226344271038e-01
4.900541225630239972e-01,-7.914428806256826876e-01,-3.653287884439251343e-01
5.788914817277869274e-01,-7.373501660175529882e-01,-3.481370205205050472e-01
6.613956861613766725e-01,-6.777943970623704351e-01,-3.211705180087039979e-01
7.359551090448187560e-01,-6.141195318905633416e-01,-2.850039965006530562e-01
8.013027190596783145e-01,-5.477732716330325768e-01,-2.405377211832067652e-01
8.565736480681399589e-01,-4.802042321876520692e-01,-1.889060105563234171e-01
9.013114231984865610e-01,-4.127711888502246795e-01,-1.313684287303873988e-01
9.354281554036594226e-01,-3.466774008729647250e-01,-6.920220951727566738e-02
9.591318367391796773e-01,-2.829365232549057030e-01,-3.611587151615496937e-03
9.728373447987027633e-01,-2.223699204502014581e-01,6.433598560666382860e-02
9.770769894728802418e-01,-1.656301353169601642e-01,1.337430929711835581e-01
9.724229101516363993e-01,-1.132426358053780641e-01,2.038867068939823335e-01
9.594291028115939923e-01,-6.565760453970423405e-02,2.741986062040569494e-01
9.385966994588106349e-01,-2.330475985460490201e-02,3.442283020513368652e-01
9.103630385379768430e-01,1.335374514240627794e-02,4.135949897599991987e-01
8.751131672291372343e-01,4.377488194532502125e-02,4.819343360384909514e-01
8.332115077313406726e-01,6.729058176540968217e-02,5.488447512637237846e-01
7.850513143942375871e-01,8.306425693240435115e-02,6.138361043374260806e-01
7.311203817798843652e-01,9.003945768916600534e-02,6.762809204798528873e-01
6.720839885508661515e-01,8.686401474019316005e-02,7.353623292478169704e-01
6.088921106526671290e-01,7.175872934085703037e-02,7.900006850302888628e-01
5.429315166749532073e-01,4.227288406119128483e-02,8.387123293920174527e-01
4.762736498329932511e-01,-5.183154292673210033e-03,8.792818350144266937e-01
4.121380671626822534e-01,-7.623414461354570404e-02,9.079265216912926206e-01
3.558452008981629611e-01,-1.801827681938364678e-01,9.170105577602432056e-01
3.167883394653602802e-01,-3.322486347109473992e-01,8.884008063433367353e-01
3.113486512177735532e-01,-5.501792156351050789e-01,7.748321418655874648e-01
3.566889440053137017e-01,-8.043334539627455815e-01,4.752059469963882399e-01
4.266958028755101218e-01,-9.040333695745746967e-01,-2.558043205390001656e-02
4.731963327231540339e-01,-7.640694421525688895e-01,-4.385009900399545191e-01
5.103617245709590744e-01,-5.668163843005133984e-01,-6.467225808501270157e-01
5.512599176621532093e-01,-3.958202603174558187e-01,-7.344649921550635563e-01
5.944859098863684022e-01,-2.537516120073484704e-01,-7.630181009322445362e-01
6.364582264109073240e-01,-1.319238704137677132e-01,-7.599454049133620437e-01
6.744570637724610629e-01,-2.385417968314482856e-02,-7.379286193386693782e-01
7.067302544579352475e-01,7.432275784051628476e-02,-7.035683869396081036e-01
7.322442982924172172e-01,1.648062687541899385e-01,-6.608004096529959126e-01
7.504785717214420560e-01,2.488443302287821624e-01,-6.122568192351416361e-01
7.612783905558749842e-01,3.271646949919480574e-01,-5.598379001313524839e-01
7.647433922963192687e-01,4.002226117847236253e-01,-5.049647561516864558e-01
7.611358141724657855e-01,4.683382160120434512e-01,-4.486998861228672086e-01
7.508025694466110567e-01,5.317671109111764549e-01,-3.918153155066137483e-01
7.341102618465015217e-01,5.907301943710758785e-01,-3.348431885375178774e-01
7.113941042304281481e-01,6.454192026293712470e-01,-2.781231406112287252e-01
6.829215063239226780e-01,6.959887975856164921e-01,-2.218508729655851441e-01
6.488701496347294428e-01,7.425422790515674443e-01,-1.661279408585684403e-01
6.093195782784769365e-01,7.851153619553118412e-01,-1.110113505382161608e-01
5.642551121594564512e-01,8.236607049389885749e-01,-5.656157300966507123e-02
5.135832069335205530e-01,8.580349347037570240e-01,-2.887972264409864598e-03
4.571579496043902124e-01,8.879896676493739260e-01,4.980922867766788414e-02
3.948187987022161449e-01,9.131682900410768022e-01,1.012017304930839523e-01
3.264395761266956630e-01,9.331107562575281511e-01,1.508029167314985097e-01
2.519877996328348524e-01,9.472690812103309321e-01,1.979480654594474309e-01
1.715915629724672209e-01,9.550361781529422833e-01,2.417896481152314592e-01
8.560842244722058347e-02,9.557898639593328527e-01,2.813128755650872725e-01
-5.312420307379306025e-03,9.489519451380123982e-01,3.153759407584235674e-01
-1.001860717923157701e-01,9.340592648221497374e-01,3.427769549119806247e-01
-1.976785346593092907e-01,9.108397922797973889e-01,3.623452355622241994e-01
-2.961345760529545679e-01,8.792831464553081400e-01,3.730488724357572394e-01
-3.936519935277883464e-01,8.396926829956212757e-01,3.741046726722526139e-01
-4.881985821526815816e-01,7.927068338793780145e-01,3.650726227821577963e-01
-5.777579461125362803e-01,7.392815832925845321e-01,3.459168921984484557e-01
-6.604819645661580418e-01,6.806333539381133058e-01,3.170202075417009047e-01
-7.348244511537580514e-01,6.181502475553920517e-01,2.791474474785430315e-01
-7.996340272548826400e-01,5.532867258362137441e-01,2.333649962388968102e-01
-8.541935561206976946e-01,4.874599764732585605e-01,1.809313129852501700e-01
-8.982054398338554790e-01,4.219644848738012821e-01,1.231785750772328575e-01
-9.317327040241938363e-01,3.579157462411405310e-01,6.140429011405861004e-02
-9.551121921338107112e-01,2.962268975804423499e-01,-3.213345174865708982e-03
-9.688575496573972323e-01,2.376156861325180725e-01,-6.966946372433771573e-02
-9.735670533835125706e-01,1.826351096444595867e-01,-1.371554202038728354e-01
-9.698466958062192944e-01,1.317195854365933450e-01,-2.050544743383339863e-01
-9.582541340922864359e-01,8.523908831933263430e-02,-2.729163100980432355e-01
-9.392653478559926938e-01,4.355546101525920033e-02,-3.404166977877396971e-01
-9.132635490633703723e-01,7.077274893409144993e-03,-4.073077486769188238e-01
-8.805489259175259820e-01,-2.368821589422342305e-02,-4.733629236571449406e-01
-8.413678040666882074e-01,-4.808531532859073448e-02,-5.383196269222856323e-01
-7.959604237404658278e-01,-6.525898442651156817e-02,-6.018207945813426329e-01
-7.446276967388879564e-01,-7.409542266263333121e-02,-6.633547026966677418e-01
-6.878195400973511342e-01,-7.313961588781317524e-02,-7.221875634819887591e-01
-6.262522850475228386e-01,-6.046204273635059218e-02,-7.772724212661246135e-01
-5.610740025120195540e-01,-3.342152040475811908e-02,-8.270906635182000421e-01
-4.941229868483697496e-01,1.177640017413040738e-02,-8.693122513038595844e-01
-4.283858737764760227e-01,8.090756070098255315e-02,-8.999663936893321781e-01
-3.688979350217322373e-01,1.831920747241516378e-01,-9.112381561891285120e-01
-3.245484042144082260e-01,3.330749729551615856e-01,-8.852849234640784992e-01
-3.107582608289677917e-01,5.462995603500758746e-01,-7.778085199378244052e-01
-3.451800761958185859e-01,7.953838761008897862e-01,-4.982120077197790264e-01
-4.122229308882792154e-01,9.107101402369389698e-01,-2.606330216016645301e-02
-4.678106271676768513e-01,7.941836721324021520e-01,3.878472792572843497e-01
-5.142968969217844855e-01,6.029447291665370745e-01,6.098822471485084717e-01
-5.619950510857636417e-01,4.290568739321373171e-01,7.071575223998483040e-01
-6.101535752896353193e-01,2.819488234725086029e-01,7.404170956317415175e-01
-6.555989635466571430e-01,1.550166206458974405e-01,7.390262825638035382e-01
-6.957933545876631154e-01,4.236632933140650759e-02,7.169914238333882084e-01
-7.291237900653745330e-01,-5.968151552426189527e-02,6.817746075246796655e-01
-7.547220529101082986e-01,-1.532682437836339340e-01,6.378898559301851012e-01
-7.722691318611567546e-01,-2.396467859962698455e-01,5.883619684650540638e-01
-7.818343082368697239e-01,-3.195951301884631390e-01,5.353448115220644787e-01
-7.837420508210231063e-01,-3.936531163464727645e-01,4.804015214022196445e-01
-7.784605170745239056e-01,-4.622476298271023243e-01,4.246485041481851685e-01
-7.665104538824346614e-01,-5.257504280306435351e-01,3.688471384117530394e-01
-7.483951152592571709e-01,-5.844970849431507798e-01,3.134771269950044625e-01
-7.245510432007257196e-01,-6.387852977523756914e-01,2.588032634495723849e-01
-6.953179008753354040e-01,-6.888638700128864034e-01,2.049380035844655112e-01
-6.609242980353150498e-01,-7.349188485289998019e-01,1.518991716347891374e-01
-6.214862462465172710e-01,-7.770600603423925001e-01,9.966197041545357682e-02
-5.770154497105233204e-01,-8.153094046578479581e-01,4.820524319851616363e-02
-5.274356984651737967e-01,-8.495914278551625065e-01,-2.447386275270829747e-03
-4.726067701780935493e-01,-8.797266453369628758e-01,-5.219071053362365348e-02
-4.123561326949747863e-01,-9.054284882562616543e-01,-1.008051213124858680e-01
-3.465191350384497770e-01,-9.263053979327255938e-01,-1.479283570276482829e-01
-2.749881003771251775e-01,-9.418702427165888125e-01,-1.930336513045690650e-01
-1.977696630932501143e-01,-9.515596540602558884e-01,-2.354174698800162724e-01
-1.150477730127594939e-01,-9.547658030640424620e-01,-2.742011510265381924e-01
-2.724714577394251463e-02,-9.508822779378967027e-01,-3.083512389318548985e-01
6.491103296564318392e-02,-9.393638441760443492e-01,-3.367226248028742930e-01
1.603718683468710882e-01,-9.197969296022189267e-01,-3.581263354422073442e-01
2.577396782399843933e-01,-8.919739994163229380e-01,-3.714197660679876556e-01
3.553109989847835770e-01,-8.559613994265753423e-01,-3.756117366272437308e-01
4.511523046721443997e-01,-8.121480397239030369e-01,-3.699691332552409451e-01
5.432185618599523202e-01,-7.612628718266460925e-01,-3.541079412115075709e-01
6.294988555694599475e-01,-7.043533308610476773e-01,-3.280511791499730601e-01
7.081671550989641073e-01,-6.427243663710019428e-01,-2.922407728432731555e-01
7.777130765540682944e-01,-5.778464451496440057e-01,-2.474992048163497382e-01
8.370309840823538794e-01,-5.112481205507392046e-01,-1.949474055212405688e-01
8.854551249393053380e-01,-4.444118996878880790e-01,-1.358943896359283421e-01
9.227405412437906795e-01,-3.786902612055215722e-01,-7.171875356704070226e-02
9.490002711294984739e-01,-3.152528153193985272e-01,-3.761360037453348633e-03
9.646158939243341113e-01,-2.550681072292322327e-01,6.675655670460078905e-02
9.701399041551652669e-01,-1.989168937627011080e-01,1.387826925146113111e-01
9.662057274319064692e-01,-1.474294358845970598e-01,2.114498846358864870e-01
9.534563715396831007e-01,-1.011378151740681963e-01,2.840635314717426807e-01
9.324976162003709712e-01,-6.053498757532629893e-02,3.560670036101082347e-01
9.038774955915358511e-01,-2.613438620742064220e-02,4.269923498386530847e-01
8.680910755521586974e-01,1.473314909870198589e-03,4.964027738539265044e-01
8.256081223785894929e-01,2.156644635103534616e-02,5.638316385715578249e-01
7.769210219263087414e-01,3.323792786486206435e-02,6.287201013489470691e-01
7.226112860498142831e-01,3.533137374451549712e-02,6.903510869860051136e-01
6.634358055264568677e-01,2.635122638120386204e-02,7.477690451026091090e-01
6.004403018418564830e-01,4.318325780108133068e-03,7.996579243567321083e-01
5.351206727560920973e-01,-3.347654539572555987e-02,8.441120698683530765e-01
4.696801932537443269e-01,-9.089312101268877397e-02,8.781451796927988163e-01
4.074845963498797130e-01,-1.736081216551212947e-01,8.965581541835176971e-01
3.539051309430212289e-01,-2.898762675064022187e-01,8.892260161672956853e-01
3.177285077093041088e-01,-4.497350421773776419e-01,8.347376756961021327e-01
3.120610746479368092e-01,-6.540580403425053646e-01,6.890761681794664861e-01
3.471515375844308471e-01,-8.515938523019732642e-01,3.927769350079640676e-01
4.079261747742339850e-01,-9.127784550967559252e-01,-2.077806163337733367e-02
4.656103300866440420e-01,-8.028921274042672973e-01,-3.722515980742812092e-01
5.165906067871942620e-01,-6.304908722822287759e-01,-5.793232301125448291e-01
5.656816015132358766e-01,-4.648280868313333647e-01,-6.811308063816692293e-01
6.132089767802646474e-01,-3.196472676799354540e-01,-7.223575119432569247e-01
6.574847471815150612e-01,-1.923890905189695189e-01,-7.284917604701804938e-01
6.967905383813475240e-01,-7.877375056346259952e-02,-7.129359310936693728e-01
7.298639740602675952e-01,2.439965525695193121e-02,-6.831568166916691665e-01
7.559179756340914658e-01,1.192002112148309034e-01,-6.437230178885923193e-01
7.745633769426546467e-01,2.069196274070388697e-01,-5.976920970641350639e-01
7.857210833311730758e-01,2.883777786261706999e-01,-5.472482398359296285e-01
7.895383366083216226e-01,3.641277488320295852e-01,-4.940042485204790279e-01
7.863106109100467256e-01,4.345800213504076859e-01,-4.391535360364851592e-01
7.764105172465415317e-01,5.000702901923396171e-01,-3.835575753076804206e-01
7.602262665869177205e-01,5.608900659089395280e-01,-3.278084159322059987e-01
7.381122543902332023e-01,6.172940789822147778e-01,-2.722835286470094984e-01
7.103532532608748395e-01,6.694944465744249174e-01,-2.171990828426678399e-01
6.771422974821879048e-01,7.176483694364015342e-01,-1.626626164975171485e-01
6.385713153750137705e-01,7.618436238650075909e-01,-1.087242749180592355e-01
5.946332417966123662e-01,8.020843486861157778e-01,-5.542567404390295188e-02
5.452346633213284166e-01,8.382786309837150229e-01,-2.845830097888552013e-03
4.902187079751435528e-01,8.702291011579424973e-01,4.885621607350044970e-02
4.293985008059194586e-01,8.976279928404101716e-01,9.940278655513316852e-02
3.626016885305960447e-01,9.200586766311911191e-01,1.483645747151991490e-01
2.897259782942531725e-01,9.370062572448570881e-01,1.951361867656091209e-01
2.108041254630485528e-01,9.478801082773902209e-01,2.389245090395753224e-01
1.260743184146937146e-01,9.520508520988454348e-01,2.787551636367168184e-01
3.604870542331463368e-02,9.489029486447089212e-01,3.135022884935295129e-01
-5.843044599552595780e-02,9.379015505695945665e-01,3.419452652397956260e-01
-1.561596983984345766e-01,9.186687341389880856e-01,3.628524569457659554e-01
-2.555811142771103328e-01,8.910602128965942059e-01,3.750866446803280407e-01
-3.548356019375377701e-01,8.552302983878893317e-01,3.777205743893060075e-01
-4.518643481777140369e-01,8.116716506832696298e-01,3.701455690981940716e-01
-5.445494172640875652e-01,7.612185564789857306e-01,3.521537184659445097e-01
-6.308742031054751509e-01,7.050084715189067763e-01,3.239765345555242204e-01
-7.090776229812032483e-01,6.444052409792005998e-01,2.862705188905505516e-01
-7.777757198535867333e-01,5.808962079199343487e-01,2.400510887925222936e-01
-8.360313704490862641e-01,5.159813082610903434e-01,1.865873445606543723e-01
-8.833648080437966899e-01,4.510731967859392677e-01,1.272775983865956917e-01
-9.197104853813247161e-01,3.874234173576305285e-01,6.352730721967736471e-02
-9.453353706850157190e-01,3.260824993519703674e-01,-3.352692678450560054e-03
-9.607379278027643466e-01,2.678943235910173915e-01,-7.221679492307639392e-02
-9.665459945930988672e-01,2.135193747557474486e-01,-1.421207829275928369e-01
-9.634273925875781464e-01,1.634785848413740361e-01,-2.123261912957563058e-01
-9.520216383000220661e-01,1.182091938746421544e-01,-2.822789164851832733e-01
-9.328963202677256206e-01,7.812555964120325436e-02,-3.515691291363417514e-01
-9.065284160605168173e-01,4.368020454841318317e-02,-4.198788761124083169e-01
-8.733091534119596933e-01,1.542296158886337365e-02,-4.869222266673751687e-01
-8.335706519507642964e-01,-5.941293692572547323e-03,-5.523809095503177113e-01
-7.876331298166464601e-01,-1.949284338820073473e-02,-6.158360836065689403e-01
-7.358727850981650054e-01,-2.402760637823264309e-02,-6.766933709469915570e-01
-6.788129917275363967e-01,-1.796354739344625112e-02,-7.340914338329762590e-01
-6.172466442157749089e-01,8.025388370354881147e-04,-7.867693029953441997e-01
-5.524087145221067141e-01,3.513139217182181806e-02,-8.328327547617848658e-01
-4.862423996828845740e-01,8.903758200624536934e-02,-8.692759272757476507e-01
-4.218527110940717972e-01,1.683115552250224745e-01,-8.909048829815200410e-01
-3.643293714557391261e-01,2.812217210066514927e-01,-8.877941499743751130e-01
-3.221481812002482403e-01,4.377724381857560076e-01,-8.393901606012966754e-01
-3.083962903581475290e-01,6.397362194711166961e-01,-7.040094442478284087e-01
-3.354868280877506548e-01,8.412793806102507599e-01,-4.239075275807836496e-01
-3.944112193542322897e-01,9.186769852274044856e-01,-2.173446251911709259e-02
-4.574976530149592602e-01,8.239886315299524977e-01,3.342732902808717710e-01
-5.157182273872811251e-01,6.562148527242298579e-01,5.508328031305305128e-01
-5.712147442887905990e-01,4.891367638660143458e-01,6.591349953854479526e-01
