nx,ny,nz
4.786174593468415228e-01,8.664418339276785952e-01,1.421403392018447120e-01
4.109894037025676461e-01,8.920237970372100200e-01,1.880990578485866316e-01
3.370486833482242428e-01,9.124584768872806562e-01,2.319864500564035037e-01
2.567088366751988926e-01,9.271421219667284053e-01,2.729616435470343938e-01
1.700859609528691530e-01,9.354077849419440982e-01,3.099726467879784786e-01
7.758019414979661077e-02,9.365726133733803804e-01,3.417792465241802358e-01
-2.004870865815600728e-02,9.300025281734286553e-01,3.670059221213892720e-01
-1.216256206425884445e-01,9.151918857087246728e-01,3.842278240005713719e-01
-2.255402852547818693e-01,8.918514251152223071e-01,3.920875096800949811e-01
-3.297787113302056983e-01,8.599930996670996919e-01,3.894327542443789536e-01
-4.320150952899242669e-01,8.199966252346583273e-01,3.754577100625435815e-01
-5.297626872471649095e-01,7.726416073288336905e-01,3.498234437898338212e-01
-6.205675830190291453e-01,7.190926617705811763e-01,3.127325034172512286e-01
-7.022157130711288442e-01,6.608335141686340064e-01,2.649380283529336744e-01
-7.729158793552961537e-01,5.995579045794281470e-01,2.076809150999547049e-01
-8.314247563639388661e-01,5.370363476771304878e-01,1.425651983436806436e-01
-8.770933569464476331e-01,4.749840166509798900e-01,7.139626829543223308e-02
-9.098337709554465969e-01,4.149537531912295130e-01,-3.986469804759825916e-03
-9.300228059086879107e-01,3.582703124766815073e-01,-8.185330590508793636e-02
-9.383696918526134301e-01,3.060110110213480894e-01,-1.606847302830098911e-01
-9.357764609673088207e-01,2.590281077343459248e-01,-2.392213504331563156e-01
-9.232140448960296508e-01,2.180022338858389752e-01,-3.164661961845143812e-01
-9.016284447318332340e-01,1.835145444841257967e-01,-3.916485153977217748e-01
-8.718830393350830432e-01,1.561269415532409721e-01,-4.641598257508386394e-01
-8.347372139079753950e-01,1.364631088113525681e-01,-5.334712772499490274e-01
-7.908585178595508580e-01,1.252868428289004021e-01,-5.990375712281834630e-01
-7.408651263828381905e-01,1.235774375729043473e-01,-6.601874593118656209e-01
-6.853969637855240604e-01,1.326041301134051886e-01,-7.159938175085399648e-01
-6.252173460607018951e-01,1.540017868292154757e-01,-7.651056919395001765e-01
-5.613531563678586522e-01,1.898446577794613011e-01,-8.055070699555911817e-01
-4.952921111971678170e-01,2.426936238757505249e-01,-8.341375962728859728e-01
-4.292723859849776336e-01,3.155253192319248945e-01,-8.462676831560781432e-01
-3.667179671907259131e-01,4.112638229706826465e-01,-8.344938588480088626e-01
-3.128517565108223097e-01,5.311800710323546504e-01,-7.873826963974734916e-01
-2.752853506847841580e-01,6.706627243254205117e-01,-6.887884188186969014e-01
-2.635237962463239936e-01,8.112301441522596912e-01,-5.219778367235815564e-01
-2.850399421702862757e-01,9.149534158100788295e-01,-2.856789776392877345e-01
-3.381115732614202174e-01,9.409909551558958141e-01,-1.471687268009339543e-02
-4.104886302151620758e-01,8.817848552233173987e-01,2.322811950263580227e-01
-4.883934445625877085e-01,7.666559440761049338e-01,4.167859243317447171e-01
-5.633800010350443754e-01,6.295628332458729215e-01,5.350267408543077918e-01
-6.316485359123719112e-01,4.906942558667792276e-01,6.001993621615278052e-01
-6.915808956015065956e-01,3.584081501674178383e-01,6.271040286368665395e-01
-7.424319234250226218e-01,2.351731565897191845e-01,6.272865577222651590e-01
-7.838901412835115323e-01,1.211944353324124618e-01,6.089566119543936562e-01
-8.159513539213838484e-01,1.597478861205803985e-02,5.778998132571602220e-01
-8.388641827200248313e-01,-8.113091292058989545e-02,5.382607712978315639e-01
-8.530769866133379731e-01,-1.707574650576201558e-01,4.930532862052561804e-01
-8.591745723705190851e-01,-2.535026618047896974e-01,4.444721078423504168e-01
-8.578102154279203528e-01,-3.299317537069716422e-01,3.940896753320836110e-01
-8.496417294246434437e-01,-4.005804709350581638e-01,3.429930289754414829e-01
-8.352785566771272485e-01,-4.659501440120895066e-01,2.918907262152879989e-01
-8.152434031657063151e-01,-5.264971129265225702e-01,2.412031999680649408e-01
-7.899485864609980812e-01,-5.826201411655824725e-01,1.911413138399644940e-01
-7.596850014459964884e-01,-6.346484989282945577e-01,1.417744031412548067e-01
-7.246207259402710488e-01,-6.828318504929417054e-01,9.308849279142686339e-02
-6.848065472236275486e-01,-7.273319460457304819e-01,4.503590946105154313e-02
-6.401866298276948086e-01,-7.682156034916480802e-01,-2.421888069455992686e-03
-5.906137314196521215e-01,-8.054484934663037610e-01,-4.927620755919224355e-02
-5.358695034224590925e-01,-8.388896542510527743e-01,-9.543596435472322115e-02
-4.756912982735248541e-01,-8.682873215698332370e-01,-1.406944062425131703e-01
-4.098074065648386610e-01,-8.932774572141299885e-01,-1.846977908846210714e-01
-3.379826177084346850e-01,-9.133872022657428813e-01,-2.269175375860421062e-01
-2.600752562627086650e-01,-9.280462349079598994e-01,-2.666290437162575633e-01
-1.761052051409650043e-01,-9.366094789518570884e-01,-3.029020314553691473e-01
-8.632976422613221346e-02,-9.383945040456472819e-01,-3.346086170223119272e-01
8.679415947704232151e-03,-9.327359367047579619e-01,-3.604557394719974939e-01
1.079692090231548635e-01,-9.190569358623524865e-01,-3.790474885106323022e-01
2.101622609603359670e-01,-8.969541272127602438e-01,-3.889795852535644083e-01
3.134548945163181388e-01,-8.662876070853079424e-01,-3.889624800853866970e-01
4.156698533380572269e-01,-8.272626733154541112e-01,-3.779616943089418868e-01
5.143706812684759599e-01,-7.804865545141015382e-01,-3.553358136666081579e-01
6.070319095718652580e-01,-7.269837554027502868e-01,-3.209468494035245811e-01
6.912439867633941581e-01,-6.681593256788121993e-01,-2.752178523858570536e-01
7.649191625322599997e-01,-6.057101393986792370e-01,-2.191207471249095318e-01
8.264600816075716727e-01,-5.414972730199955064e-01,-1.540922996814384216e-01
8.748598557642094375e-01,-4.774030886363897497e-01,-8.189336806275540614e-02
9.097191408069398300e-01,-4.152004009031044496e-01,-4.439812989778814910e-03
9.311860363759337789e-01,-3.564567303363234685e-01,7.636206555886250469e-02
9.398410476299625671e-01,-3.024863206174782659e-01,1.587476961379738483e-01
9.365570933107454366e-01,-2.543507075716334720e-01,2.411773797998830737e-01
9.223631891097191504e-01,-2.128992790948482094e-01,3.223663201022125002e-01
8.983329748699040440e-01,-1.788365702923492284e-01,4.012671770621885625e-01
8.655097860583876868e-01,-1.528028736986495606e-01,4.770158194720573452e-01
8.248717255204220944e-01,-1.354576426617240814e-01,5.488514038257440442e-01
7.773347906209781000e-01,-1.275593701518040746e-01,6.160188555366752361e-01
7.237898627736486512e-01,-1.300396990935223929e-01,6.776561895281183467e-01
6.651700015558035251e-01,-1.440722652804525827e-01,7.326609389118620141e-01
6.025478751477318928e-01,-1.711363809051309470e-01,7.795180544962685421e-01
5.372697294696773263e-01,-2.130676395888131958e-01,8.160535636559841377e-01
4.711429439497281102e-01,-2.720598013836477702e-01,8.390517211933204988e-01
4.067084007194901041e-01,-3.505042798493330780e-01,8.436438979756180068e-01
3.476359026508181738e-01,-4.503570528570622900e-01,8.223915151131193646e-01
2.992281391677613089e-01,-5.713092955774617954e-01,7.642435537948508717e-01
2.687339834831908858e-01,-7.065525307941596944e-01,6.546491941105740953e-01
2.643747879836761960e-01,-8.360479317841789104e-01,4.807596356163683637e-01
2.913218426865148980e-01,-9.243544999446584587e-01,2.463743947852412020e-01
3.460260186769467672e-01,-9.381279982934387363e-01,-1.348529630846264857e-02
4.166618781024375440e-01,-8.747347688421931444e-01,-2.474509315293523248e-01
4.911627159124621889e-01,-7.612508650030136437e-01,-4.233867109743257306e-01
5.623838478156069076e-01,-6.276530635826995663e-01,-5.383084984387335181e-01
6.272062959315538588e-01,-4.921386558823899748e-01,-6.036653093644643864e-01
6.843664014222342606e-01,-3.625595050275456921e-01,-6.326082784145039550e-01
7.332943100404920589e-01,-2.413647141010976938e-01,-6.356276658934333357e-01
7.737207129207986922e-01,-1.288142858999712370e-01,-6.202927842119491109e-01
8.055772177074532747e-01,-2.445509876136479563e-02,-5.919858904190962168e-01
8.289717787368264812e-01,7.231688060074772939e-02,-5.545954010249988242e-01
8.441687990142663356e-01,1.620822480191569936e-01,-5.109876550836308651e-01
8.515574911311637463e-01,2.453662269081322289e-01,-4.632982343925617363e-01
8.516091993888623701e-01,3.226477927060013018e-01,-4.131103646463085699e-01
8.448294562534178764e-01,3.943720440132166272e-01,-3.615714047700561706e-01
8.317113222755426749e-01,4.609545944506662218e-01,-3.094788171321102843e-01
8.126953286933360499e-01,5.227773238631718833e-01,-2.573522340577031886e-01
7.881391808930215959e-01,5.801783105872166946e-01,-2.054988064817891980e-01
7.582981810632563047e-01,6.334390909888296672e-01,-1.540739647163075210e-01
7.233157631788498243e-01,6.827714931893130723e-01,-1.031377468487346960e-01
6.832228939403280910e-01,7.283052160498565408e-01,-5.270663592352435589e-02
6.379452975867474507e-01,7.700765871136719953e-01,-2.801297255817299537e-03
5.873182081420350586e-01,8.080187084649830265e-01,4.650902230116102376e-02
5.311092763258782323e-01,8.419534588205402903e-01,9.506476624244397655e-02
4.690510170326210315e-01,8.715864451711118344e-01,1.425770388760003171e-01
4.008844687115465377e-01,8.965068256771747679e-01,1.885925615184674276e-01
3.264152641446129155e-01,9.161947573565688563e-01,2.324655714847698451e-01
2.455818456660839311e-01,9.300398013629985750e-01,2.733414073277479761e-01
1.585329752710228357e-01,9.373736317809465701e-01,3.101579761887733877e-01
6.570810844649407900e-02,9.375195013028134738e-01,3.416718149940197735e-01
-3.208989666793283374e-02,9.298588357434154350e-01,3.665143709620963253e-01
-1.336439206241277489e-01,9.139119616544750802e-01,3.832808745881811086e-01
-2.373095674052287385e-01,8.894255807826171312e-01,3.906485702872180554e-01
-3.410542861671077008e-01,8.564550017882645028e-01,3.875136175657682980e-01
-4.425563919887410269e-01,8.154257678417035082e-01,3.731282045754195642e-01
-5.393602995741194617e-01,7.671590363136269186e-01,3.472138825647142490e-01
-6.290700191220175430e-01,7.128494177333062343e-01,3.100268031624215381e-01
-7.095503031393874949e-01,6.539930900118029466e-01,2.623574003751695805e-01
-7.790991103401834206e-01,5.922757535733156331e-01,2.054604779423417071e-01
-8.365597597327300017e-01,5.294403888682527315e-01,1.409277936780054807e-01
-8.813555017832530591e-01,4.671597460932530033e-01,7.052837093310382333e-02
-9.134480577103789578e-01,4.069361392082443962e-01,-3.952780214566612230e-03
-9.332380649960991814e-01,3.500427707952252776e-01,-8.085031018083918553e-02
-9.414342708935634629e-01,2.975101541121856763e-01,-1.587111268539423414e-01
-9.389186315819891826e-01,2.501520976573618493e-01,-2.363381714954796431e-01
-9.266285489829106936e-01,2.086204896863869951e-01,-3.127891038588744288e-01
-9.054690634606341604e-01,1.734770276356575325e-01,-3.873389936456428928e-01
-8.762601029067910163e-01,1.452719546386809502e-01,-4.594173388643891243e-01
-8.397185714433366144e-01,1.246232672012079629e-01,-5.285279198351383600e-01
-7.964724829377679560e-01,1.122935453035563275e-01,-5.941563292653752049e-01
-7.471040934896214791e-01,1.092648672946215371e-01,-6.556650534122889784e-01
-6.922205766908171576e-01,1.168148526626024974e-01,-7.121691957696899555e-01
-6.325541787595791998e-01,1.365979590389390375e-01,-7.623753724512556396e-01
-5.690998257095151169e-01,1.707328265293341918e-01,-8.043479908116285548e-01
-5.033087852821253039e-01,2.218790492578590623e-01,-8.351346922253080063e-01
-4.373746669123714792e-01,2.932262750732780310e-01,-8.501304325513482363e-01
-3.746699749813480196e-01,3.881354421743954397e-01,-8.420055156443825295e-01
-3.203810730184550870e-01,5.086861519310804658e-01,-7.991209963986010134e-01
-2.821735160015850785e-01,6.514292759124876708e-01,-7.042854572908879840e-01
-2.698207449365679911e-01,7.984761517344624027e-01,-5.381752509296570119e-01
-2.911731626390345329e-01,9.095691687030552641e-01,-2.964829113180305620e-01
-3.443295786419530158e-01,9.387237764627462955e-01,-1.532360191909646827e-02
-4.162398641794448073e-01,8.768939105754225416e-01,2.404193109207752588e-01
-4.928683223693198778e-01,7.571446411478309768e-01,4.287339608498193511e-01
-5.661942841880468480e-01,6.165215877167038450e-01,5.471061729061916790e-01
-6.328311671694364371e-01,4.757936452641511882e-01,6.108560558635887094e-01
-6.913338745382089368e-01,3.428608041762035707e-01,6.360062443684301181e-01
-7.409806965174079441e-01,2.196749173350997786e-01,6.345790243006729225e-01
-7.814286379537268568e-01,1.060951955613930048e-01,6.149090121835694145e-01
-8.126314078807223007e-01,1.427486230382416866e-03,5.827762496952473281e-01
-8.347999704113594488e-01,-9.507679008920648378e-02,5.422816734756268353e-01
-8.483526620961011622e-01,-1.841030087354374178e-01,4.963908166848153281e-01
-8.538512274092939780e-01,-2.662708710338688722e-01,4.472559722245268432e-01
-8.519312595918031583e-01,-3.421523156506910412e-01,3.964150877870236123e-01
-8.432367555613212717e-01,-4.122818224616209282e-01,3.449282141810685043e-01
-8.283660099918946917e-01,-4.771554063857761929e-01,2.934833413448418860e-01
-8.078323904805371214e-01,-5.372220285177358168e-01,2.424857129106576248e-01
-7.820401204784366289e-01,-5.928719760459920662e-01,1.921355510606841122e-01
-7.512729337269401508e-01,-6.444253334833686120e-01,1.424955038384213002e-01
-7.156926003948897996e-01,-6.921219422751722083e-01,9.354848347912382567e-02
-6.753446053128596693e-01,-7.361130119237593306e-01,4.524707450597394154e-02
-6.301692141787640367e-01,-7.764539843092951310e-01,-2.443716747039626630e-03
-5.800173564214539113e-01,-8.130982631723839837e-01,-4.950838995484063004e-02
-5.246718749578068719e-01,-8.458918331263887147e-01,-9.584586729920702153e-02
-4.638755494096182819e-01,-8.745694565715899094e-01,-1.412364694121119035e-01
-3.973677442841963003e-01,-8.987539387665746116e-01,-1.853111797870214128e-01
-3.249314150720214456e-01,-9.179607812239184428e-01,-2.275248989321107251e-01
-2.464513430744687816e-01,-9.316112562737486336e-01,-2.671370484991525407e-01
-1.619826900037301676e-01,-9.390573144884454271e-01,-3.032044990512245963e-01
-7.182617750515242483e-02,-9.396214858801487102e-01,-3.345929818411909618e-01
2.339745822138652315e-02,-9.326537106346270978e-01,-3.600133539026572072e-01
1.226850906067530056e-01,-9.176045377784873835e-01,-3.780876628391112715e-01
2.246155617238752567e-01,-8.941102849010356124e-01,-3.874463161079957363e-01
3.273564643799922735e-01,-8.620809541196314818e-01,-3.868516172550095500e-01
4.287260301783736294e-01,-8.217770484344933957e-01,-3.753351485190061787e-01
5.263145908459128108e-01,-7.738587433047141584e-01,-3.523288192492174953e-01
6.176571845354761336e-01,-7.193921951006750914e-01,-3.177648061380321520e-01
7.004343617334743977e-01,-6.598043579482123500e-01,-2.721211387150355154e-01
7.726672802380163407e-01,-5.967887733798759031e-01,-2.163987846946695826e-01
8.328709352305883051e-01,-5.321771821501783961e-01,-1.520310890799018155e-01
8.801380329587548124e-01,-4.678009071379747863e-01,-8.074251804583375269e-02
9.141430179502993969e-01,-4.053681222681262963e-01,-4.384995043581675633e-03
9.350747921840256716e-01,-3.463776986361268295e-01,7.521717164013702606e-02
9.435210182887564523e-01,-2.920799094746100444e-01,1.563886649621759328e-01
9.403327658143052492e-01,-2.434831296628603148e-01,2.376767870567036978e-01
9.264958921022252714e-01,-2.013974004215138280e-01,3.178748952357801083e-01
9.030280420135389230e-01,-1.665019698232469980e-01,3.960018300237674871e-01
8.709112702877760404e-01,-1.394242974003053748e-01,4.712477316445816133e-01
8.310628246255142848e-01,-1.208210835610906558e-01,5.428967188080855433e-01
7.843418725980260131e-01,-1.114560857204572181e-01,6.102338632403940810e-01
7.315880844817267414e-01,-1.122736283087612669e-01,6.724384782496789503e-01
6.736887402028072236e-01,-1.244698867965761679e-01,7.284577740712239180e-01
6.116743837913292126e-01,-1.495647872781066257e-01,7.768428558080149315e-01
5.468496099809474487e-01,-1.894717768344102438e-01,8.155096258456406844e-01
4.809766082864431747e-01,-2.465393918135728446e-01,8.413559476021210681e-01
4.165450525324080888e-01,-3.234661949541039472e-01,8.496233518051908851e-01
3.571745100824704200e-01,-4.227913600259408100e-01,8.328708394671785475e-01
3.081555403706583429e-01,-5.451904579047391897e-01,7.796201174600925210e-01
2.768602076094328068e-01,-6.850632592820796729e-01,6.738224960805893060e-01
2.718731134499032809e-01,-8.225240755059770592e-01,4.995389428223726003e-01
2.987282095625854450e-01,-9.188759336609451100e-01,2.577372215072130102e-01
3.535079669949013903e-01,-9.353239956567567237e-01,-1.418239823905169915e-02
4.234743714065070663e-01,-8.683994936551695520e-01,-2.579763093412041908e-01
4.963597324845268610e-01,-7.494387324032507625e-01,-4.381422170274139050e-01
5.655353387205083182e-01,-6.116927686678447218e-01,-5.531742378471240507e-01
6.283603972981575136e-01,-4.739779295296958628e-01,-6.168534132401670700e-01
6.837762335622147303e-01,-3.436375737498729710e-01,-6.437105563238589845e-01
7.312439292556509596e-01,-2.225270033422574179e-01,-6.447976804473412038e-01
7.704577875701460465e-01,-1.104952650130177766e-01,-6.278420135529466650e-01
8.012981096866698127e-01,-6.848008257640270276e-03,-5.982260811728897787e-01
8.238254370454971554e-01,8.914928753868707478e-02,-5.597892941171168646e-01
8.382652664555788613e-01,1.781430479153187363e-01,-5.153410497268753332e-01
8.449761074342281297e-01,2.606881824310463558e-01,-4.669657904023559181e-01
8.444052017226181261e-01,3.372735425917781082e-01,-4.162047726436792772e-01
8.370389149572627918e-01,4.083433822756748488e-01,-3.641724001058153082e-01
8.233547003169369161e-01,4.743067329670966337e-01,-3.116410764454624061e-01
8.037800085827666585e-01,5.355358273209052111e-01,-2.591120905291787180e-01
7.786612817177458457e-01,5.923573872348746328e-01,-2.068799993763293099e-01
7.482439669770430957e-01,6.450404791005355243e-01,-1.550927019695288733e-01
7.126629448893957441e-01,6.937835121504437597e-01,-1.038073468005470817e-01
6.719421471015432079e-01,7.387017670180076045e-01,-5.304196784661433656e-02
6.260023575313659050e-01,7.798160540229905902e-01,-2.823163683552944777e-03
5.746769333831167614e-01,8.170428588616285293e-01,4.676953089987009871e-02
5.177360794697710711e-01,8.501865928254527249e-01,9.556207090220920908e-02
4.549210078259724455e-01,8.789351921632490017e-01,1.432473546546466359e-01
3.859894977044588393e-01,9.028611297187963958e-01,1.893512294778094407e-01
3.107737542309184087e-01,9.214306924761584972e-01,2.332062448652003905e-01
2.292498234521949674e-01,9.340248657996086390e-01,2.739380742342336084e-01
1.416150743559358438e-01,9.399750196251890344e-01,3.104708250315773577e-01
4.836658906524085588e-02,9.386154727238759099e-01,3.415577073139018927e-01
-4.963070886478046506e-02,9.293526613716298623e-01,3.658420745882680625e-01
-1.511006515316422882e-01,9.117470315975899631e-01,3.819501845525100081e-01
-2.543527106277870264e-01,8.855992972844622946e-01,3.886110951138219693e-01
-3.573320368753694631e-01,8.510283274566201595e-01,3.847916336004297277e-01
-4.577279845704154693e-01,8.085252056198922732e-01,3.698271001676549652e-01
-5.531344750487418027e-01,7.589687473169318688e-01,3.435239338222598193e-01
-6.412417640930213603e-01,7.035931920438215359e-01,3.062117242896752467e-01
-7.200281883054878707e-01,6.439084944529481769e-01,2.587300887350646450e-01
-7.879171440831479467e-01,5.815850489975783466e-01,2.023497092716974310e-01
-8.438713522369855058e-01,5.183237693166965476e-01,1.386420247798380301e-01
-8.874115641308835123e-01,4.557356657005441902e-01,6.932329229963347939e-02
-9.185647464628554637e-01,3.952513294112968700e-01,-3.897839687901288180e-03
-9.377610989198584823e-01,3.380719507901152610e-01,-7.944480751808180585e-02
-9.457060120851495943e-01,2.851633643745664637e-01,-1.559551035541356656e-01
-9.432520126751475775e-01,2.372865663426854954e-01,-2.323160046522443622e-01
-9.312894830977943572e-01,1.950539617430187833e-01,-3.076586593609804687e-01
-9.106669837759499009e-01,1.590001894453389464e-01,-3.813195305996796014e-01
-8.821450786233638874e-01,1.296585525009443240e-01,-4.527788864599793794e-01
-8.463829904596766873e-01,1.076374581642193795e-01,-5.215841361280849631e-01
-8.039553365730245371e-01,9.369485361624786679e-02,-5.872623699860094471e-01
-7.553961659341507096e-01,8.881198947453734782e-02,-6.492218904331241713e-01
-7.012691028905225776e-01,9.427085765395727679e-02,-7.066361515860259956e-01
-6.422656447392013357e-01,1.117419849074339361e-01,-7.582931955363205745e-01
-5.793395212663969840e-01,1.433888239266256359e-01,-8.023748277904543258e-01
-5.138957316818810739e-01,1.919836875761506412e-01,-8.360941577739956498e-01
-4.480717436389774488e-01,2.609811761459314150e-01,-8.550558684962127343e-01
-3.851752571688203397e-01,3.543262502620475041e-01,-8.521108669886624520e-01
-3.303478307099110833e-01,4.752659421854430466e-01,-8.154707811711214838e-01
-2.913352079051382271e-01,6.222211992219183196e-01,-7.266117091498786040e-01
-2.783002698144798059e-01,7.786740422273259465e-01,-5.623305929633778399e-01
-2.996312763686684866e-01,9.012394878194667225e-01,-3.130311227603221891e-01
-3.530349036855504608e-01,9.354691522840584694e-01,-1.624259538002743863e-02
-4.241440255858314190e-01,8.695855791727380435e-01,2.528295197453401810e-01
-4.986939287874816440e-01,7.429029713800813228e-01,4.465417567318340497e-01
-5.694787594195795943e-01,5.972938007746436684e-01,5.647424706236612302e-01
-6.337411259865869395e-01,4.541668612544671468e-01,6.261825990647764684e-01
-6.902403493424605907e-01,3.205825747570557049e-01,6.486871918742768139e-01
-7.382456321989588899e-01,1.976868434280898423e-01,6.449134038571361360e-01
-7.773435971079014628e-01,8.483738284764967552e-02,6.233294077026286795e-01
-8.074152855202656465e-01,-1.893031129899697476e-02,5.896797436086396171e-01
-8.286123762991949304e-01,-1.144995701118918657e-01,5.479884837184020308e-01
-8.413082678281281757e-01,-2.026174069196046978e-01,5.011452732464007909e-01
-8.460312853370003383e-01,-2.839270832847648474e-01,4.512388232504263019e-01
-8.433919737066567501e-01,-3.590046927141687938e-01,3.997569377714356165e-01
-8.340150827363057573e-01,-4.283792260637203642e-01,3.477212683247904446e-01
-8.184835731938516767e-01,-4.925365866087628164e-01,2.957910601482297008e-01
-7.972980874471858881e-01,-5.519134935753982063e-01,2.443506811172388993e-01
-7.708518955204423095e-01,-6.068869867463463352e-01,1.935860028268599209e-01
-7.394190983351389690e-01,-6.577632788413545484e-01,1.435509178832395094e-01
-7.031530476406162578e-01,-7.047677041816847732e-01,9.422459729916875248e-02
-6.620922572253785665e-01,-7.480361459442170791e-01,4.556058914374164215e-02
-6.161720588611656613e-01,-7.876077007110395822e-01,-2.470558532369983903e-03
-5.652414559766348878e-01,-8.234183284255935931e-01,-4.984328297990799073e-02
-5.090857349237505325e-01,-8.552956470918685605e-01,-9.644205805999149506e-02
-4.474562043953121959e-01,-8.829557029533929846e-01,-1.420287709241342400e-01
-3.801087945457901074e-01,-9.060033486908620759e-01,-1.862128794414893151e-01
-3.068529995648389685e-01,-9.239386683499545283e-01,-2.284262983672714353e-01
-2.276116167773730159e-01,-9.361725310367867703e-01,-2.679065957384527130e-01
-1.424897696853549278e-01,-9.420545987533254229e-01,-3.036935931209704398e-01
-5.184876912122476922e-02,-9.409166470958588713e-01,-3.346454367812310982e-01
4.362330909991238292e-02,-9.321325457572171569e-01,-3.594800746124089397e-01
1.428562255349130061e-01,-9.151934437430589986e-01,-3.768462011957110502e-01
2.443719625370344983e-01,-8.897926530388057254e-01,-3.854236351392603122e-01
3.463035473023532429e-01,-8.559099958872493641e-01,-3.840467836945068991e-01
4.464687632217834712e-01,-8.138812524519419833e-01,-3.718372632946698175e-01
5.425000233812822259e-01,-7.644366828524310487e-01,-3.483249668641050789e-01
6.320186871538132634e-01,-7.086952310449067260e-01,-3.135338077186839434e-01
7.128288292138957871e-01,-6.481086574884774576e-01,-2.680116197668117595e-01
7.830969687327683504e-01,-5.843610974165668326e-01,-2.127939035490797881e-01
8.414848051023181563e-01,-5.192408672149926296e-01,-1.493058759585031425e-01
8.872124668543439618e-01,-4.545084840900175949e-01,-7.922169241075190105e-02
9.200466919825117662e-01,-3.917850437872578695e-01,-4.308600312550691161e-03
9.402255166803219488e-01,-3.324785521930995191e-01,7.371560292639633971e-02
9.483427546756135751e-01,-2.777555140810986090e-01,1.532902281680520729e-01
9.452192019917063925e-01,-2.285550036838108756e-01,2.330735301943464566e-01
9.317840673298795062e-01,-1.856355535825358061e-01,3.119581592398122938e-01
9.089827133275469873e-01,-1.496425475166597574e-01,3.890469571201076171e-01
8.777187105225295882e-01,-1.211847773840277476e-01,4.635990885765970404e-01
8.388317065633275060e-01,-1.009120485445269416e-01,5.349561912181245438e-01
7.931086284415116427e-01,-8.958987593274787831e-02,6.024552743747696448e-01
7.413242952006590114e-01,-8.817153438641028851e-02,6.653300458187592081e-01
6.843083971598881154e-01,-9.787145674397822182e-02,7.225947657790475764e-01
6.230390863938423118e-01,-1.202463011504161933e-01,7.728926988173520085e-01
5.587699457160431038e-01,-1.572879250729965206e-01,8.142706284711008768e-01
4.932085759910906919e-01,-2.115161583995706640e-01,8.438046073023827143e-01
4.287831384208981023e-01,-2.859984964473784030e-01,8.569421685480087536e-01
3.690528851613468220e-01,-3.840326472727241258e-01,8.463562451963058120e-01
3.192965691613342538e-01,-5.076998900502123213e-01,8.001815560013886275e-01
2.870560450728693591e-01,-6.533991654170483443e-01,7.004772356182802362e-01
2.814261774043093634e-01,-8.021224415504996097e-01,5.266867146916307529e-01
3.084301222346232940e-01,-9.107343362758081318e-01,2.746521953791714044e-01
3.634480299368402223e-01,-9.314904557966412479e-01,-1.520066757728478525e-02
4.322978118130790248e-01,-8.592756349691902384e-01,-2.734300368465735764e-01
5.026409522791404072e-01,-7.324067122147740472e-01,-4.592738627384145289e-01
5.688098213536926240e-01,-5.890733201126048257e-01,-5.739756185266871036e-01
6.288597128209084675e-01,-4.486902929775625215e-01,-6.349901436861157267e-01
6.819542367888657974e-01,-3.176690057957280988e-01,-6.588056023459948340e-01
7.275398500307723726e-01,-1.969639218268292580e-01,-6.571841295373739289e-01
7.652269929916460933e-01,-8.585171955501463836e-02,-6.380102910192048116e-01
7.948090279369878219e-01,1.667740004977472101e-02,-6.066304257432529878e-01
8.162745687989371168e-01,1.115188407934116638e-01,-5.667974739536187911e-01
8.297935928718238596e-01,1.993946049068854587e-01,-5.212335222938917489e-01
8.356824633540599345e-01,2.808896556691259927e-01,-4.719489609910907935e-01
8.343561709437671281e-01,3.564990174976714332e-01,-4.204262486230493368e-01
8.262758550752278275e-01,4.266607874101150943e-01,-3.677346649505342513e-01
8.118986335929438969e-01,4.917716045667879232e-01,-3.146129331602842139e-01
7.916350118497363919e-01,5.521882070477116544e-01,-2.615381272608283680e-01
7.658168919395627050e-01,6.082202161974704646e-01,-2.087885452526799523e-01
7.346770490234896256e-01,6.601185687333344099e-01,-1.565027439107411489e-01
6.983394503598399083e-01,7.080625890631636610e-01,-1.047348177078007980e-01
6.568192150271607854e-01,7.521473631636866886e-01,-5.350572732911267754e-02
6.100312498447839626e-01,7.923722273948241579e-01,-2.850871125764960559e-03
5.578073333422298719e-01,8.286309264539414299e-01,4.713561916123769346e-02
4.999222746948751572e-01,8.607042547392141918e-01,9.625957166804570420e-02
4.361303830181092467e-01,8.882566242046825433e-01,1.441889682499274683e-01
3.662135205332164301e-01,9.108387984817726268e-01,1.904214813484761404e-01
2.900411963074428501e-01,9.278997552575269925e-01,2.342608559652441247e-01
2.076412896607715830e-01,9.388109841357681340e-01,2.748072613561040045e-01
1.192770474018718524e-01,9.429061506260415504e-01,3.109678071355174711e-01
2.552226196230691913e-02,9.395376233742662730e-01,3.414932918939444506e-01
-7.267728349229725382e-02,9.281486641526538461e-01,3.650452981423322751e-01
-1.739707340167759575e-01,9.083562029237000068e-01,3.802935607076485813e-01
-2.766121674252425833e-01,8.800346261962500582e-01,3.860372592482956833e-01
-3.785244152304242937e-01,8.433870579205829943e-01,3.813365149137028509e-01
-4.774187299449294541e-01,7.989888651177862178e-01,3.656339012120765619e-01
-5.709599705453874963e-01,7.477902245203332798e-01,3.388428723562585398e-01
-6.569541660913924552e-01,6.910712718132815402e-01,3.013830136712031815e-01
