x,y,z
1.430006891612121463e+07,-1.134329511131203733e+06,-1.408571722392582893e+07
1.586518080421631970e+07,9.522772442833584500e+05,-1.231123374565969594e+07
1.703965263280536234e+07,3.015398084575098008e+06,-1.023367492480918579e+07
1.779458340265693888e+07,5.004249306534655392e+06,-7.904187316659640521e+06
1.811139700573480502e+07,6.869876559687453322e+06,-5.380115065460578538e+06
1.798229868080942705e+07,8.566358773429354653e+06,-2.723589315876327455e+06
1.741046653064131737e+07,1.005193753818291798e+07,3.415778234008511521e-08
1.640997335982603952e+07,1.129004420530249365e+07,2.723612502918518148e+06
1.500544070961745828e+07,1.225019946439225040e+07,5.380206347078466788e+06
1.323143354703379795e+07,1.290876327744949423e+07,7.904387335957108997e+06
1.113161044491091743e+07,1.324951672035603039e+07,1.023401765020919032e+07
8.757650104645123705e+06,1.326406141072200239e+07,1.231174464800487831e+07
6.167980574031076394e+06,1.295202668328980170e+07,1.408641215777486749e+07
3.426342362109691836e+06,1.232107939729278721e+07,1.551431956828940660e+07
6.002207328116839053e+05,1.138673610657084361e+07,1.656029775736315176e+07
-2.240814328591411933e+06,1.017198217375968583e+07,1.719857539436385781e+07
-5.026819714104942977e+06,8.706707145318618044e+06,1.741341429063723609e+07
-7.689200322956902906e+06,7.026970210552326404e+06,1.719949813029666990e+07
-1.016239744297807664e+07,5.174113736000721343e+06,1.656206495297411457e+07
-1.238550288723766990e+07,3.193746597434789874e+06,1.551678003514562547e+07
-1.430375918402584083e+07,1.134622235579735367e+06,1.408935217635109089e+07
-1.586990888068654016e+07,-9.525610380636465270e+05,1.231490268932350911e+07
-1.704535968783739582e+07,-3.016408025516183581e+06,1.023710246803609282e+07
-1.780113667467761040e+07,-5.006092238522615284e+06,7.907098218725726940e+06
-1.811859792408981919e+07,-6.872607956950740889e+06,5.382254147791897878e+06
-1.798989584562790766e+07,-8.569977890242770314e+06,2.724739978385747876e+06
-1.741817258839712664e+07,-1.005638663270266727e+07,-3.414486900798268098e-07
-1.641748454371555522e+07,-1.129521189182403497e+07,-2.724859156640007161e+06
-1.501245761996048503e+07,-1.225592795667629316e+07,-5.382722262891389430e+06
-1.323768164290920645e+07,-1.291485900323000923e+07,-7.908119914874719456e+06
-1.113685871660834178e+07,-1.325576353108929656e+07,-1.023884272969315946e+07
-8.761726506667485461e+06,-1.327023540101748146e+07,-1.231747536574068666e+07
-6.170783021950239316e+06,-1.295791149109423347e+07,-1.409281237839073502e+07
-3.427844425443696789e+06,-1.232648079611437209e+07,-1.552112084151632525e+07
-6.004715710368000437e+05,-1.139149473704879545e+07,-1.656721847080489062e+07
2.241695769337902311e+06,-1.017598339753245935e+07,-1.720534058010137081e+07
5.028655739296345972e+06,-8.709887234234681353e+06,-1.741977446846906841e+07
7.691769800656721927e+06,-7.029318392742459662e+06,-1.720524563654441014e+07
1.016545404200226441e+07,-5.175669982062571682e+06,-1.656704641447093897e+07
1.238879463010952063e+07,-3.194595411786092911e+06,-1.552090398962232657e+07
1.430704758387945034e+07,-1.134883082504591672e+06,-1.409259128454926051e+07
1.587298597920892015e+07,9.527457350380780408e+05,-1.231729048935218714e+07
1.704806152602864802e+07,3.016886152499177027e+06,-1.023872513807214238e+07
1.780335209180166572e+07,5.006715265168067068e+06,-7.908082286266962998e+06
1.812027205650052428e+07,6.873242976049505174e+06,-5.382751460340720601e+06
1.799102823673176020e+07,8.570517335651373491e+06,-2.724911489735796582e+06
1.741881036421723291e+07,1.005675485274396278e+07,1.536758658245755287e-07
1.641771159548562206e+07,1.129536810320004262e+07,2.724896841103164479e+06
1.501238111017135903e+07,1.225586549532007985e+07,5.382694830277855508e+06
1.323741737337137572e+07,1.291460117833935283e+07,7.907962041671943851e+06
1.113651694313913397e+07,1.325535673161339946e+07,1.023852851498578675e+07
8.761399654916184023e+06,1.326974036163520999e+07,1.231701586858718283e+07
6.170536474290168844e+06,1.295739377028940804e+07,1.409224931372021697e+07
3.427711150234193075e+06,1.232600154031719267e+07,1.552051737753768265e+07
6.004509062200114131e+05,1.139110270657603256e+07,1.656664832135205157e+07
-2.241635328135871328e+06,1.017570902994002961e+07,1.720487668509636819e+07
-5.028570297712005675e+06,8.709739245068669319e+06,1.741947849013747275e+07
-7.691731184957715683e+06,7.029283102809537202e+06,1.720515925946865976e+07
-1.016553921231251396e+07,5.175713345931763761e+06,1.656718521992713027e+07
-1.238907453552168794e+07,3.194667588666067459e+06,1.552125466013977118e+07
-1.430757682581303641e+07,1.134925063752533169e+06,1.409311259338054992e+07
-1.587379461012511328e+07,-9.527942715679651592e+05,1.231791797947289050e+07
-1.704915005345717445e+07,-3.017078782219483983e+06,1.023937888589750230e+07
-1.780469034556727111e+07,-5.007091613145695999e+06,7.908676726058244705e+06
-1.812180206451192126e+07,-6.873823326983847655e+06,5.383205959744834341e+06
-1.799267071189760417e+07,-8.571299773525439203e+06,2.725160258143403102e+06
-1.742047391023613885e+07,-1.005771530148582719e+07,3.411271831001992034e-08
-1.641930336550295167e+07,-1.129646323927776888e+07,-2.725161031947528478e+06
-1.501381745630304702e+07,-1.225703810510572419e+07,-5.383209832717887126e+06
-1.323863303638407402e+07,-1.291578719541028328e+07,-7.908688272226898931e+06
-1.113747154935173132e+07,-1.325649296172505617e+07,-1.023940614692255296e+07
-8.762080678327431902e+06,-1.327077181827470288e+07,-1.231797326997170784e+07
-6.170958327927939594e+06,-1.295827961282793246e+07,-1.409321274156115577e+07
-3.427910616241510492e+06,-1.232671881730117835e+07,-1.552142055038424768e+07
-6.004796195994091686e+05,-1.139164742564139143e+07,-1.656744053343418241e+07
2.241720234700644389e+06,-1.017609445592310652e+07,-1.720552835531302914e+07
5.028716062672633678e+06,-8.709991717387018725e+06,-1.741998343477388471e+07
7.691898495613900013e+06,-7.029436003884186037e+06,-1.720553350635925308e+07
1.016570941775250435e+07,-5.175800004843252711e+06,-1.656746261052933335e+07
1.238925408681028709e+07,-3.194713888063294347e+06,-1.552147960521293245e+07
1.430779818204231933e+07,-1.134942622472495539e+06,-1.409333063157834113e+07
1.587411319446493685e+07,9.528133939857175574e+05,-1.231816519797779806e+07
1.704963731142694131e+07,3.017165009138773661e+06,-1.023967152329858020e+07
1.780542346064732596e+07,5.007297782099131495e+06,-7.909002368911534548e+06
1.812285135945340246e+07,6.874221337513803504e+06,-5.383517660025285557e+06
1.799408614377968386e+07,8.571974053134199232e+06,-2.725374638697474264e+06
1.742227229656806588e+07,1.005875360031887889e+07,2.732318726142465153e-07
1.642145801735263504e+07,1.129794563745722547e+07,2.725518645978575572e+06
1.501625172588604316e+07,1.225902540348080918e+07,5.384082640981977805e+06
1.324121892184254900e+07,1.291831001979852840e+07,7.910233066310947761e+06
1.114003397529611923e+07,1.325954291622739471e+07,1.024176195271270536e+07
8.764407446953900158e+06,1.327429586885710433e+07,1.232124430510624126e+07
6.172815084512932226e+06,1.296217858114472218e+07,1.409745319566509873e+07
3.429059572967090644e+06,1.233085044967810810e+07,1.552662297323744185e+07
6.007003044540086994e+05,1.139583401911025122e+07,1.657352930494715460e+07
-2.242610233418741729e+06,1.018013452786305547e+07,1.721235922472215816e+07
-5.030842464772198349e+06,8.713674753860075027e+06,1.742734950772035122e+07
-7.695315769379886799e+06,7.032558965954264626e+06,1.721317739535736293e+07
-1.017039188860272244e+07,5.178184052198481746e+06,1.657509382027094439e+07
-1.239509377400392480e+07,3.196219719621101860e+06,1.552879567000949383e+07
-1.431460977141888067e+07,1.135482940626958618e+06,1.410004011825013347e+07
-1.588164585851143487e+07,-9.532655277907083509e+05,1.232401047569275461e+07
-1.705759242072454095e+07,-3.018572773830538150e+06,1.024444920300254039e+07
-1.781347666175562516e+07,-5.009562528912532143e+06,7.912579525432784110e+06
-1.813067708025421575e+07,-6.877189730061252601e+06,5.385842344220538624e+06
-1.800138236610752717e+07,-8.575449807778472081e+06,2.726479720618631225e+06
-1.742878342381603271e+07,-1.006251280138792843e+07,-8.544114380878691474e-08
-1.642699385582478717e+07,-1.130175428843359090e+07,-2.726437445695235394e+06
-1.502070096642753296e+07,-1.226265769160573557e+07,-5.385677917832650244e+06
-1.324455601157227904e+07,-1.292156572910675406e+07,-7.912226625792634673e+06
-1.114231885603107139e+07,-1.326226251961749420e+07,-1.024386259303696826e+07
-8.765778253116425127e+06,-1.327637204875745252e+07,-1.232317142199617624e+07
-6.173474486066783778e+06,-1.296356324609580077e+07,-1.409895913459463604e+07
-3.429255972936235834e+06,-1.233155670123189688e+07,-1.552751226320553757e+07
-6.007055191964998376e+05,-1.139593294754926860e+07,-1.657367318150621094e+07
2.242524895403103437e+06,-1.017974714334782586e+07,-1.721170424305982515e+07
5.030429661619702354e+06,-8.712959757826860994e+06,-1.742591951565370336e+07
7.694373024340088479e+06,-7.031697414553550072e+06,-1.721106862710253522e+07
1.016877793817135319e+07,-5.177362320599646308e+06,-1.657246350079860166e+07
1.239273885615774244e+07,-3.195612476545925718e+06,-1.552584538671799190e+07
1.431151911027734727e+07,-1.135237779001401970e+06,-1.409699578474889137e+07
1.587789632588609867e+07,9.530404692400327185e+05,-1.232110087301290780e+07
1.705332298118270934e+07,3.017817238486692775e+06,-1.024188506291535869e+07
1.780887371794691682e+07,5.008268074423885904e+06,-7.910534940895219333e+06
1.812595619628702849e+07,6.875399040469405241e+06,-5.384439973164175637e+06
1.799676804470974207e+07,8.573251649840317667e+06,-2.725780837974158116e+06
1.742448865606471896e+07,1.006003321607096866e+07,3.928073011107870240e-07
1.642320107135863043e+07,1.129914485675801709e+07,2.725807945880639367e+06
1.501754581799157895e+07,1.226008187937705033e+07,5.384546638187870383e+06
1.324211515895650908e+07,1.291918440069665760e+07,7.910768473549416289e+06
1.114060259863203764e+07,1.326021972614931874e+07,1.024228472534170188e+07
8.764728515436161309e+06,1.327478214908274636e+07,1.232169567198253237e+07
6.172968301595719531e+06,1.296250031882265955e+07,1.409780311229586974e+07
3.429114246937508229e+06,1.233104705651406012e+07,1.552687053444417380e+07
6.007064893393687671e+05,1.139595135204291902e+07,1.657369994807831757e+07
-2.242628430609721225e+06,1.018021713243163377e+07,1.721249889080469310e+07
-5.030890604395680130e+06,8.713758134133527055e+06,1.742751626826739311e+07
-7.695429304014936090e+06,7.032662722452040762e+06,1.721343135398222879e+07
-1.017063272613048553e+07,5.178306672944830731e+06,1.657548632280769758e+07
-1.239554340333483741e+07,3.196335661796193570e+06,1.552935897369498201e+07
-1.431535955450752936e+07,1.135542415940537117e+06,1.410077866242260113e+07
-1.588278541499415226e+07,-9.533339274970737752e+05,1.232489476099628955e+07
-1.705919725893494114e+07,-3.018856771760160569e+06,1.024541303676747531e+07
-1.781559631465815008e+07,-5.010158624439545907e+06,7.913521055403277278e+06
-1.813332497480534762e+07,-6.878194109166168608e+06,5.386628919511223212e+06
-1.800452849364467710e+07,-8.576948551499329507e+06,2.726956231408311985e+06
-1.743235060801539570e+07,-1.006457231614592299e+07,-2.050532376624838598e-07
-1.643085806572787464e+07,-1.130441286073405668e+07,-2.727078800204304513e+06
-1.502469573736349307e+07,-1.226591895808405429e+07,-5.387110244437532499e+06
-1.324848065853025392e+07,-1.292539466709365509e+07,-7.914571188806497492e+06
-1.114594983316928335e+07,-1.326658432844681107e+07,-1.024720078783868998e+07
-8.768882758561832830e+06,-1.328107403506509960e+07,-1.232753582087573409e+07
-6.175825252200998366e+06,-1.296849957579576783e+07,-1.410432780595415086e+07
-3.430646122233661357e+06,-1.233655565873785317e+07,-1.553380679485784844e+07
-6.009623976148334332e+05,-1.140080616602282785e+07,-1.658076054598051123e+07
2.243527889173237607e+06,-1.018430014652145095e+07,-1.721940236590506881e+07
5.032764080204306170e+06,-8.717003089421251789e+06,-1.743400617884262651e+07
7.698049893115282059e+06,-7.035057614088586532e+06,-1.721929318817079067e+07
1.017374632876241766e+07,-5.179891941995652393e+06,-1.658056068536047637e+07
1.239888866493396834e+07,-3.197198276576583739e+06,-1.553354997739261016e+07
1.431868765708998963e+07,-1.135806412219134625e+06,-1.410405687822331116e+07
1.588587799836293980e+07,9.535195539202649379e+05,-1.232729457712219283e+07
1.706188093046141788e+07,3.019331683904830832e+06,-1.024702479626761377e+07
1.781775253997552767e+07,5.010765004976840690e+06,-7.914478830498249270e+06
1.813489459878355265e+07,6.878789486925344914e+06,-5.387095187111739069e+06
1.800551067445715517e+07,8.577416440136216581e+06,-2.727104991987694521e+06
1.743279650056320056e+07,1.006482975232813507e+07,1.712237700158326055e-08
1.643086010302771255e+07,1.130441426239404827e+07,2.727079138340871781e+06
1.502437377316592261e+07,1.226565611171258427e+07,5.386994804054534994e+06
1.324796650567216426e+07,1.292489305269832723e+07,7.914264036650250666e+06
1.114537183180628717e+07,1.326589635622900166e+07,1.024666939337575436e+07
8.768351929924335331e+06,1.328027005870563909e+07,1.232678956742167845e+07
6.175424351916094311e+06,1.296765773280886933e+07,1.410341223130491003e+07
3.430422537919062190e+06,1.233575165265562572e+07,1.553279441543073021e+07
6.009253873164262623e+05,1.140010404681691341e+07,1.657973941903034225e+07
-2.243405589645960368e+06,1.018374497843186744e+07,1.721846369927316532e+07
-5.032540677164158784e+06,8.716616144005443901e+06,1.743323228801086172e+07
-7.697805691519302316e+06,7.034834444283396937e+06,1.721874694867724180e+07
-1.017357256224287115e+07,5.179803469984568655e+06,1.658027749112359062e+07
-1.239887521461782791e+07,3.197194808255163021e+06,1.553353312659501098e+07
-1.431891111070692167e+07,1.135824137310930761e+06,1.410427698236983828e+07
-1.588639151106333733e+07,-9.535503765413929941e+05,1.232769305823420919e+07
-1.706270713360058889e+07,-3.019477891777421348e+06,1.024752099736593291e+07
-1.781888035436523706e+07,-5.011082172524457797e+06,7.914979795088841580e+06
-1.813628029841929674e+07,-6.879315099910743535e+06,5.387506818720210344e+06
-1.800708298549420387e+07,-8.578165453412039205e+06,2.727343133374447003e+06
-1.743446498732641339e+07,-1.006579305361005850e+07,1.708300771250801805e-07
-1.643252566495197266e+07,-1.130556016722520627e+07,-2.727355576649877243e+06
-1.502593981550722197e+07,-1.226693460338940285e+07,-5.387556309118790552e+06
-1.324934928941792622e+07,-1.292624211498793215e+07,-7.915090104232893325e+06
-1.114650866046889685e+07,-1.326724947853308544e+07,-1.024771455433010682e+07
-8.769206167391708121e+06,-1.328156385990696773e+07,-1.232799047787588276e+07
-6.175986733597729355e+06,-1.296883866755126789e+07,-1.410469659659558907e+07
-3.430708766268447042e+06,-1.233678092581289820e+07,-1.553409044414489530e+07
-6.009705139775427524e+05,-1.140096014083573222e+07,-1.658098447922364809e+07
2.243555074338580482e+06,-1.018442355122253299e+07,-1.721961101600053161e+07
5.032835868323323317e+06,-8.717127430090494454e+06,-1.743425486018124595e+07
7.698204183400851674e+06,-7.035198616168688983e+06,-1.721963831059776619e+07
1.017404614319494553e+07,-5.180044590421469882e+06,-1.658104930491418764e+07
1.239941533626027033e+07,-3.197334084929571487e+06,-1.553420980067022517e+07
1.431953125995818526e+07,-1.135873329633140238e+06,-1.410488783585902676e+07
1.588712592303510755e+07,9.535944582208037609e+05,-1.232826295513966493e+07
1.706360572646055371e+07,3.019636909995145630e+06,-1.024806067428373359e+07
1.782000026582600549e+07,5.011397117585555650e+06,-7.915477249272432178e+06
1.813767488996699452e+07,6.879844085707844235e+06,-5.387921091732768342e+06
1.800878958874119446e+07,8.578978440447987989e+06,-2.727601614586847369e+06
1.743649293598633260e+07,1.006696389031497203e+07,1.367490324914109681e-07
1.643484624201443233e+07,1.130715672177479602e+07,2.727740729786235839e+06
1.502847962552236021e+07,1.226900806326885708e+07,5.388466958944075741e+06
1.325198824696104415e+07,1.292881671721135639e+07,7.916666603295965120e+06
1.114908329983837530e+07,1.327031397019357607e+07,1.025008158872148953e+07
8.771518381623197347e+06,1.328506586686115339e+07,1.233124105204387009e+07
6.177817413794633001e+06,1.297268287854902819e+07,1.410887749753550254e+07
3.431835212172435131e+06,1.234083160959102772e+07,1.553919093904314004e+07
6.011859969003119040e+05,1.140504804891100898e+07,1.658692972765136510e+07
-2.244421534698948264e+06,1.018835677283002064e+07,1.722626122509517148e+07
-5.034901560866124928e+06,8.720705314527878538e+06,1.744141062905580178e+07
-7.701518527966304682e+06,7.038227513784255832e+06,1.722705196361177042e+07
-1.017858187937692553e+07,5.182353928844500333e+06,1.658844137530711479e+07
-1.240506617092986405e+07,3.198791218658119440e+06,1.554128926763938740e+07
-1.432611643417864665e+07,1.136395687776720151e+06,1.411137430123752169e+07
-1.589440147398367710e+07,-9.540311593016973929e+05,1.233390871546631120e+07
-1.707128155512494966e+07,-3.020995252183731645e+06,1.025267062361932173e+07
-1.782776154702071846e+07,-5.013579769752910361e+06,7.918924737702158280e+06
-1.814520593583688512e+07,-6.882700704414765351e+06,5.390158240712777711e+06
-1.801579804141411930e+07,-8.582317108162311837e+06,2.728663111071337014e+06
-1.744273213789849728e+07,-1.007056609521803446e+07,5.124525316766358543e-08
-1.644013381056451052e+07,-1.131079456330866925e+07,-2.728618323398675770e+06
-1.503271061715292558e+07,-1.227246217650772445e+07,-5.389983982567111030e+06
-1.325514179410878383e+07,-1.293189335992447287e+07,-7.918550515423662029e+06
-1.115122219053676911e+07,-1.327285980740278959e+07,-1.025204801085458882e+07
-8.772781670477485284e+06,-1.328697920442711748e+07,-1.233301701815268770e+07
-6.178406750540131703e+06,-1.297392041572430171e+07,-1.411022342270543054e+07
-3.431996102836067788e+06,-1.234141017017355748e+07,-1.553991944451499544e+07
-6.011856347315334715e+05,-1.140504117823604308e+07,-1.658691973528620414e+07
2.244317941234625876e+06,-1.018788651929014176e+07,-1.722546613021358475e+07
5.034453885201623663e+06,-8.719929917530795559e+06,-1.743985983506205678e+07
7.700532147906244732e+06,-7.037326085417291149e+06,-1.722484559087152407e+07
1.017692348710149713e+07,-5.181509569990825839e+06,-1.658573862718664110e+07
1.240267352675007097e+07,-3.198174247407498304e+06,-1.553829172012154013e+07
1.432300135009061359e+07,-1.136148588840993820e+06,-1.410830591087891348e+07
1.589064603360744566e+07,9.538057461495310999e+05,-1.233099452842634544e+07
1.706702820609508827e+07,3.020242564274630975e+06,-1.025011614717214927e+07
1.782319821009761468e+07,5.012296453638064675e+06,-7.916897746172766201e+06
1.814054763057724759e+07,6.880933751699832268e+06,-5.388774459091989323e+06
1.801126671785176545e+07,8.580158488508513197e+06,-2.727976799234023318e+06
1.743853643529412895e+07,1.006814370519016497e+07,2.564021033241760244e-07
1.643645036028953269e+07,1.130826035343990289e+07,2.728006970107230358e+06
1.502966829824814945e+07,1.226997847648594901e+07,5.388893157992154360e+06
1.325281006860347837e+07,1.292961849738101102e+07,7.917157555130717345e+06
1.114960431888548471e+07,1.327093411860892363e+07,1.025056059561386146e+07
8.771813257319498807e+06,1.328551247631544806e+07,1.233165559638136066e+07
6.177959711548818275e+06,1.297298168693370372e+07,1.410920247664234601e+07
3.431887785202193540e+06,1.234102066147196293e+07,1.553942898728532530e+07
6.011924738855094183e+05,1.140517092324468866e+07,1.658710842991816066e+07
-2.244443179822044447e+06,1.018845502898977511e+07,1.722642735456127301e+07
-5.034962544026289135e+06,8.720810940459268168e+06,1.744162188091878965e+07
-7.701659351728625596e+06,7.038356209142206237e+06,1.722736696360428259e+07
-1.017886879720281065e+07,5.182500011052958667e+06,1.658890897674589790e+07
-1.240558421444562078e+07,3.198924802230397705e+06,1.554193828184271976e+07
-1.432695958395139873e+07,1.136462569249373861e+06,1.411220481256889924e+07
-1.589566088854311220e+07,-9.541067532607102767e+05,1.233488600953015871e+07
-1.707303301565591618e+07,-3.021305196925422642e+06,1.025372251582052559e+07
-1.783005339616206288e+07,-5.014224290853273124e+06,7.919942755629436113e+06
-1.814804877316694707e+07,-6.883779027723122388e+06,5.391002725096903741e+06
-1.801915728655133024e+07,-8.583917376268487424e+06,2.729171900538435206e+06
-1.744652430313959718e+07,-1.007275550284120254e+07,-6.843545082539334147e-08
-1.644422696992689371e+07,-1.131361065259344317e+07,-2.729297677336276975e+06
-1.503692915945447609e+07,-1.227590612631529570e+07,-5.391496542478380725e+06
-1.325927514878199436e+07,-1.293592591594570316e+07,-7.921019759305655025e+06
-1.115503685852460004e+07,-1.327740025620298274e+07,-1.025555508467041142e+07
-8.776035612800667062e+06,-1.329190752312988602e+07,-1.233759149949251860e+07
-6.180865005308243446e+06,-1.297908245879012346e+07,-1.411583757622600347e+07
-3.433446425802678335e+06,-1.234662551135520637e+07,-1.554648643975480273e+07
-6.014529834636767628e+05,-1.141011302813291550e+07,-1.659429597933788411e+07
2.245359150609558914e+06,-1.019261299888483807e+07,-1.723345756337498128e+07
5.036870657234871760e+06,-8.724115889483558014e+06,-1.744823177896715328e+07
7.704327655573830940e+06,-7.040794706105168909e+06,-1.723333552796369419e+07
1.018203619383940101e+07,-5.184112668945356272e+06,-1.659407100953555852e+07
1.240898076784686930e+07,-3.199800643200556282e+06,-1.554619354482875019e+07
1.433032693170540035e+07,-1.136729678586728871e+06,-1.411552168527341634e+07
1.589877099906674214e+07,9.542934317179718055e+05,-1.233729942656631023e+07
1.707570367874800041e+07,3.021777807051194366e+06,-1.025532646271436661e+07
1.783215914148609713e+07,5.014816475246520713e+06,-7.920878107984084636e+06
1.814952635061004013e+07,6.884339491095364094e+06,-5.391441649640547112e+06
1.802000537149340287e+07,8.584321384677749127e+06,-2.729300351028702222e+06
1.744679765298840776e+07,1.007291332145003788e+07,3.762172899381120998e-07
1.644402579531159811e+07,1.131347224467194080e+07,2.729264287781707477e+06
1.503638492538702302e+07,1.227546182241161354e+07,5.391301407150873914e+06
1.325853433842124045e+07,1.293520317146432027e+07,7.920577203175382689e+06
1.115424438191810250e+07,1.327645700256536342e+07,1.025482650908711366e+07
8.775319512079721317e+06,1.329082293949984945e+07,1.233658478546347283e+07
6.180323906088301912e+06,1.297794621468996070e+07,1.411460181574619375e+07
3.433140841474457178e+06,1.234552663436912373e+07,1.554510276806703210e+07
6.014011410457448801e+05,1.140912953006915934e+07,1.659286562909316830e+07
-2.245180770396978594e+06,1.019180325739167258e+07,1.723208846933960542e+07
-5.036522322491428815e+06,8.723512556009307504e+06,1.744702511201893538e+07
-7.703897554860876873e+06,7.040401647688834928e+06,1.723237346219562739e+07
-1.018162871844124235e+07,5.183905205690317787e+06,1.659340693060678430e+07
-1.240870317735841312e+07,3.199729063250686508e+06,1.554584577448908798e+07
-1.433027593649167567e+07,1.136725633474899223e+06,1.411547145445496589e+07
-1.589902084382043779e+07,-9.543084281729426002e+05,1.233749330378738418e+07
-1.707629713368962333e+07,-3.021882826967420988e+06,1.025568287989546917e+07
-1.783310243841037527e+07,-5.015081752206138335e+06,7.921297111644390039e+06
-1.815078859311673418e+07,-6.884818275266880170e+06,5.391816607459580526e+06
-1.802152237055656686e+07,-8.585044048585321754e+06,2.729530114893557504e+06
-1.744847957186417654e+07,-1.007388437776559219e+07,-1.881483796974381640e-07
-1.644576751024254225e+07,-1.131467054269116558e+07,-2.729553365433706436e+06
-1.503807768825876340e+07,-1.227684376668299548e+07,-5.391908347908442840e+06
-1.326007720662617125e+07,-1.293670841429026239e+07,-7.921498904354131781e+06
-1.115555397259710915e+07,-1.327801575668113492e+07,-1.025603050146418996e+07
-8.776336923572558910e+06,-1.329236387894859537e+07,-1.233801509043769166e+07
-6.181018082014449872e+06,-1.297940390169391409e+07,-1.411618717226524279e+07
-3.433508165629725903e+06,-1.234684752691350132e+07,-1.554676599483359046e+07
-6.014615670215443242e+05,-1.141027586607777886e+07,-1.659453280267592892e+07
2.245390308594650589e+06,-1.019275443785312772e+07,-1.723369670543399453e+07
5.036956173183033243e+06,-8.724264007450500503e+06,-1.744852801490110159e+07
7.704510125095399097e+06,-7.040961460492772982e+06,-1.723374368278619274e+07
1.018238262514475733e+07,-5.184289052026640624e+06,-1.659463560246859677e+07
1.240957568159230985e+07,-3.199954048659498803e+06,-1.554693886343377456e+07
1.433126268547090329e+07,-1.136803905719213886e+06,-1.411644341250475869e+07
1.590013622455053218e+07,9.543753767759661423e+05,-1.233835882892999984e+07
1.707757096214911342e+07,3.022108248223671224e+06,-1.025644791581727937e+07
1.783457320126716793e+07,5.015495364811721258e+06,-7.921950410733163357e+06
1.815249395647058263e+07,6.885465140648225322e+06,-5.392323197374911979e+06
1.802348810364255309e+07,8.585980479192592204e+06,-2.729827843772423454e+06
1.745070833923825249e+07,1.007517115720917843e+07,4.960221683747886205e-07
1.644822911525349692e+07,1.131636412431851961e+07,2.729961925401161425e+06
1.504070227684062533e+07,1.227898643841519207e+07,5.392849395120359026e+06
1.326275266472884081e+07,1.293931862694706395e+07,7.923097208655441180e+06
1.115812830148898996e+07,1.328107987879257649e+07,1.025839725041328929e+07
8.778625806917669252e+06,1.329583054967514426e+07,1.234123286540417373e+07
6.182817236489685252e+06,1.298318191242022999e+07,1.412029607487383112e+07
3.434609468628542498e+06,1.235080779715459235e+07,1.555175264382099733e+07
6.016714550089422846e+05,1.141425763310076110e+07,1.660032368488152325e+07
-2.246232017728209496e+06,1.019657530341782793e+07,1.724015694527334347e+07
-5.038959017602069303e+06,8.727733035743217915e+06,1.745546607148689404e+07
-7.707719195858019404e+06,7.043894150980960578e+06,1.724092185532144457e+07
-1.018676982327664644e+07,5.186522763338002376e+06,1.660178559446929023e+07
-1.241503715565290861e+07,3.201362353542586789e+06,1.555378109603687935e+07
-1.433762296024991944e+07,1.137308424083491787e+06,1.412270834958470240e+07
-1.590715886033881828e+07,-9.547968971063318895e+05,1.234380832942863367e+07
-1.708497492435769737e+07,-3.023418479948391672e+06,1.026089458759129234e+07
-1.784205354324077070e+07,-5.017599010358690284e+06,7.925273108590621501e+06
-1.815974498376742750e+07,-6.888215544852018356e+06,5.394477164911587723e+06
-1.803022693934921175e+07,-8.589190707506453618e+06,2.730848504215284716e+06
-1.745669676788568869e+07,-1.007862857810067572e+07,-3.079986196167661124e-07
-1.645329174694749713e+07,-1.131984720953552984e+07,-2.730802185569915455e+06
-1.504473942015772685e+07,-1.228228229702169076e+07,-5.394296914358540438e+06
-1.326574678729251586e+07,-1.294223973290706426e+07,-7.924885881393468939e+06
-1.116014353943669796e+07,-1.328347853701079823e+07,-1.026024999048323743e+07
-8.779800602475322783e+06,-1.329760985807855614e+07,-1.234288442521211132e+07
-6.183350781746785156e+06,-1.298430229409367032e+07,-1.412151458363742195e+07
-3.434743164576593321e+06,-1.235128856592045352e+07,-1.555235801288239285e+07
-6.016670193319307873e+05,-1.141417348425157741e+07,-1.660020130301657133e+07
2.246115868552632630e+06,-1.019604805431379750e+07,-1.723926548348062113e+07
5.038489235482238233e+06,-8.726919349244760349e+06,-1.745383869848918915e+07
7.706708334651591256e+06,-7.042970349898397923e+06,-1.723866072221313417e+07
1.018509135405297019e+07,-5.185668182446717285e+06,-1.659905012614526413e+07
1.241263477475465462e+07,-3.200742871565280482e+06,-1.555077135018358007e+07
1.433451320160895959e+07,-1.137061747580522904e+06,-1.411964520484768786e+07
1.590342703387736529e+07,9.545729013347647851e+05,-1.234091246656784974e+07
1.708076503028345481e+07,3.022673481983859092e+06,-1.025836620932275243e+07
1.783755331668465957e+07,5.016333442341993563e+06,-7.923274150095289573e+06
1.815516757471980155e+07,6.886479277068899013e+06,-5.393117414067508653e+06
1.802579091608580574e+07,8.587077486751120538e+06,-2.730176626510148868e+06
1.745260615586241707e+07,1.007626686214743368e+07,-3.762561200759363610e-07
1.644971770267791674e+07,1.131738827088202350e+07,2.730208990721366368e+06
1.504180492217007093e+07,1.227988662025482766e+07,5.393244749012907967e+06
1.326351543723746389e+07,1.294006279799340665e+07,7.923552884855400771e+06
1.115861323402076587e+07,1.328165707485146448e+07,1.025884308060998470e+07
8.778902484836352989e+06,1.329624959734890983e+07,1.234162182680875249e+07
6.182953523625862785e+06,1.298346809921951592e+07,1.412060732695076615e+07
